Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","14247",Ch1Unknown,"ZFY",,0.4,ddPCR Supermix for Probes (no dUTP),,0.5,0.32,0.5,0.32,79,229511,1,78,2117,227394,0.0014,229590,,,,,,,,0.037,0.045,0.026,0.045,0.029,3.6,4.4,2.5,4.4,2.8,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02)",0.452,0.361,0.452,0.361,,,,,0.041,0.03,0.0414,0.0329,4,2.9,3.97,3.19,
"M02",Absolute Quantification,"ABS","18164",Ch1Unknown,"ZFY",,1.37,ddPCR Supermix for Probes (no dUTP),,1.6,1.14,1.54,1.21,265,226760,15,250,3817,222943,0.0556,227025,,,,,,,,0.069,0.079,0.054,0.077,0.06,6.4,7.4,5.2,7.2,5.7,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,E03,F03,G03,H03)",1.49,1.25,1.46,1.29,,,,,0.073,0.06,0.073,0.0643,6.8,5.7,6.8,6.04,
"M03",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0.01,ddPCR Supermix for Probes (no dUTP),,0.031,-0.003,0.031,0.001,2,246437,0,2,10,246427,0,246439,,,,,,,,0.2,,,0.53,0,17,,,40,0,1,1,,,,,"","(A05,B05,C05,D05,E05,F04,F05,G04,G05,H04,H05)",0.018,0.003,0.018,0.004,,,,,,,0.36,0.04,,,28,5,
"M04",Absolute Quantification,"ABS","10280",Ch1Unknown,"ZFY",,0.67,ddPCR Supermix for Probes (no dUTP),,1.03,0.3,0.86,0.51,58,101870,3,55,2360,99510,0.0196,101928,,,,,,,,0.024,0.031,0.013,0.031,0.018,2.4,3.1,1.3,3,1.8,1,1,,,,,"","(D02,E02,F02,G02,H02)",0.85,0.48,0.76,0.59,,,,,0.0275,0.0176,0.0275,0.0211,2.68,1.75,2.68,2.06,
"M05",Absolute Quantification,"ABS","C201",Ch1Unknown,"ZFY",,164.6,ddPCR Supermix for Probes (no dUTP),,170,159,168.9,160.2,5485,36535,756,4729,4885,31650,0.731,42020,,,,,,,,0.97,1.006,0.934,1.006,0.934,49.2,50.2,48.3,50.2,48.3,1,1,,,,,"","(D04,E04)",167.3,161.9,166.8,162.3,,,,,0.989,0.952,0.989,0.952,49.72,48.77,49.72,48.77,
"M01",Absolute Quantification,"ABS","14247",Ch2Unknown,"ZFX",,10.9,ddPCR Supermix for Probes (no dUTP),,11.6,10.2,11.37,10.44,2118,227472,1,78,2117,227394,0.0014,229590,,,,,,,,0.037,0.045,0.026,0.045,0.029,3.6,4.4,2.5,4.4,2.8,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02)",11.27,10.55,11.14,10.67,,,,,0.041,0.03,0.0414,0.0329,4,2.9,3.97,3.19,
"M02",Absolute Quantification,"ABS","18164",Ch2Unknown,"ZFX",,20,ddPCR Supermix for Probes (no dUTP),,22.8,17.2,20.7,19.4,3832,223193,15,250,3817,222943,0.0556,227025,,,,,,,,0.069,0.079,0.054,0.077,0.06,6.4,7.4,5.2,7.2,5.7,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,E03,F03,G03,H03)",21.4,18.5,20.35,19.7,,,,,0.073,0.06,0.073,0.0643,6.8,5.7,6.8,6.04,
"M03",Absolute Quantification,"ABS","NTC",Ch2Unknown,"ZFX",,0.048,ddPCR Supermix for Probes (no dUTP),,0.084,0.024,0.084,0.024,10,246429,0,2,10,246427,0,246439,,,,,,,,0.2,,,0.53,0,17,,,40,0,1,1,,,,,"","(A05,B05,C05,D05,E05,F04,F05,G04,G05,H04,H05)",0.065,0.034,0.065,0.034,,,,,,,0.36,0.04,,,28,5,
"M04",Absolute Quantification,"ABS","10280",Ch2Unknown,"ZFX",,27.6,ddPCR Supermix for Probes (no dUTP),,42,12,28.7,26.5,2363,99565,3,55,2360,99510,0.0196,101928,,,,,,,,0.024,0.031,0.013,0.031,0.018,2.4,3.1,1.3,3,1.8,1,1,,,,,"","(D02,E02,F02,G02,H02)",35,19,28.2,27,,,,,0.0275,0.0176,0.0275,0.0211,2.68,1.75,2.68,2.06,
"M05",Absolute Quantification,"ABS","C201",Ch2Unknown,"ZFX",,169.6,ddPCR Supermix for Probes (no dUTP),,175,164,174,165.2,5641,36379,756,4729,4885,31650,0.731,42020,,,,,,,,0.97,1.006,0.934,1.006,0.934,49.2,50.2,48.3,50.2,48.3,1,1,,,,,"","(D04,E04)",172.6,166.7,171.9,167.3,,,,,0.989,0.952,0.989,0.952,49.72,48.77,49.72,48.77,
