Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","18891",Ch1Unknown,"FOXP3 c.1010_A",,6.91,ddPCR Supermix for Probes (no dUTP),,7.3,6.53,7.3,6.53,1238,210063,8,1230,1365,208698,0,211301,,,,,,,,0.9,0.97,0.82,0.97,0.83,47.4,49.3,45.5,49.3,45.5,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02)",7.11,6.72,7.11,6.72,,,,,0.937,0.854,0.937,0.866,48.4,46.4,48.4,46.4,
"M02",Absolute Quantification,"ABS","18891",Ch1Unknown,"ZFY",,0.75,ddPCR Supermix for Probes (no dUTP),,0.92,0.58,0.89,0.61,112,175279,1,111,2682,172597,0,175391,,,,,,,,0.041,0.049,0.03,0.049,0.034,4,4.7,3,4.7,3.3,1,1,,,,,"","(A03,B03,C03,D03,E03,F03,G03,H03)",0.84,0.67,0.82,0.68,,,,,0.045,0.034,0.0454,0.0374,4.35,3.36,4.35,3.61,
"M03",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0.005,ddPCR Supermix for Probes (no dUTP),,0.025,-0.005,0.025,0,1,220567,0,1,2,220565,0,220568,,,,,,,,0.5,,,1.9,0,33,,,96,0,1,1,,,,,"","(A04,A05,B05,C05,D05,E04,E05,F04,G04,H04)",0.013,0,0.013,0.001,,,,,,,1.2,0,,,63,4,
"M04",Absolute Quantification,"ABS","C227",Ch1Unknown,"ZFY",,291.6,ddPCR Supermix for Probes (no dUTP),,305,278,296.3,286.9,14822,52694,3464,11358,12198,40496,0.746,67516,,,,,,,,0.939,0.96,0.918,0.96,0.918,48.4,49,47.9,49,47.9,1,1,,,,,"","(B04,C04,D04)",299,285,294,289.2,,,,,0.95,0.928,0.95,0.928,48.72,48.14,48.72,48.14,
"M05",Absolute Quantification,"ABS","18G10772",Ch1Unknown,"FOXP3 c.1010_A",,191.9,ddPCR Supermix for Probes (no dUTP),,195.8,188,195.8,188,9378,52926,1420,7958,7862,45064,0.597,62304,,,,,,,,1.011,1.04,0.982,1.04,0.982,50.3,51,49.6,51,49.6,1,1,,,,,"","(C02,D02,E02)",193.9,189.9,193.9,189.9,,,,,1.026,0.996,1.026,0.996,50.65,49.91,50.65,49.91,
"M06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"FOXP3 c.1010_A",,0.019,ddPCR Supermix for Probes (no dUTP),,0.09,-0.02,0.091,0.001,1,61838,0,1,1,61837,0,61839,,,,,,,,1,,,4.3,0,50,,,130,0,1,1,,,,,"","(F02,G02,H02)",0.047,0,0.047,0.005,,,,,,,2.6,0,,,89,11,
"M01",Absolute Quantification,"ABS","18891",Ch2Unknown,"FOXP3 c.1010_G",,7.67,ddPCR Supermix for Probes (no dUTP),,8.08,7.26,8.08,7.26,1373,209928,8,1230,1365,208698,0,211301,,,,,,,,0.9,0.97,0.82,0.97,0.83,47.4,49.3,45.5,49.3,45.5,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02)",7.88,7.46,7.88,7.46,,,,,0.937,0.854,0.937,0.866,48.4,46.4,48.4,46.4,
"M02",Absolute Quantification,"ABS","18891",Ch2Unknown,"ZFX",,18.1,ddPCR Supermix for Probes (no dUTP),,19.3,17,18.8,17.4,2683,172708,1,111,2682,172597,0,175391,,,,,,,,0.041,0.049,0.03,0.049,0.034,4,4.7,3,4.7,3.3,1,1,,,,,"","(A03,B03,C03,D03,E03,F03,G03,H03)",18.7,17.6,18.49,17.79,,,,,0.045,0.034,0.0454,0.0374,4.35,3.36,4.35,3.61,
"M03",Absolute Quantification,"ABS","NTC",Ch2Unknown,"ZFX",,0.011,ddPCR Supermix for Probes (no dUTP),,0.034,-0.003,0.034,0.002,2,220566,0,1,2,220565,0,220568,,,,,,,,0.5,,,1.9,0,33,,,96,0,1,1,,,,,"","(A04,A05,B05,C05,D05,E04,E05,F04,G04,H04)",0.021,0.004,0.021,0.005,,,,,,,1.2,0,,,63,4,
"M04",Absolute Quantification,"ABS","C227",Ch2Unknown,"ZFX",,310.5,ddPCR Supermix for Probes (no dUTP),,322,299,315.4,305.6,15662,51854,3464,11358,12198,40496,0.746,67516,,,,,,,,0.939,0.96,0.918,0.96,0.918,48.4,49,47.9,49,47.9,1,1,,,,,"","(B04,C04,D04)",316,305,313,308,,,,,0.95,0.928,0.95,0.928,48.72,48.14,48.72,48.14,
