Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","20788",Ch1Unknown,"HbS",,13,ddPCR Supermix for Probes (no dUTP),,13.45,12.54,13.45,12.54,3142,282792,43,3099,3506,279286,0.0169,285934,,,,,,,,0.885,0.927,0.834,0.927,0.842,46.9,48.1,45.7,48.1,45.7,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02,G02,H02)",13.23,12.77,13.23,12.77,,,,,0.906,0.855,0.906,0.863,47.6,46.3,47.6,46.3,
"M02",Absolute Quantification,"ABS","14241",Ch1Unknown,"HbS",,11.22,ddPCR Supermix for Probes (no dUTP),,11.64,10.8,11.64,10.8,2743,286360,26,2717,2662,283698,0.00206,289103,,,,,,,,1.02,1.07,0.96,1.07,0.97,50.5,51.8,49.2,51.8,49.2,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,D04,E03,E04,F03,F04,G03,G04,H03,H04)",11.43,11,11.43,11,,,,,1.048,0.982,1.048,0.993,51.2,49.8,51.2,49.8,
"M03",Absolute Quantification,"ABS","17479",Ch1Unknown,"HbS",,6.7,ddPCR Supermix for Probes (no dUTP),,7.02,6.39,7.02,6.39,1721,301201,12,1709,1688,299513,0.0092,302922,,,,,,,,1.01,1.08,0.93,1.08,0.94,50.3,52,48.6,52,48.6,1,1,,,,,"","(A05,A06,B05,B06,C05,C06,D05,D06,E05,E06,F05,F06,G05,G06,H05,H06)",6.86,6.54,6.86,6.54,,,,,1.047,0.962,1.047,0.978,51.2,49.5,51.2,49.5,
"M04",Absolute Quantification,"ABS","17073",Ch1Unknown,"HbS",,5.87,ddPCR Supermix for Probes (no dUTP),,6.19,5.57,6.17,5.58,1496,298933,7,1489,1531,297402,0,300429,,,,,,,,0.97,1.04,0.87,1.04,0.9,49.3,51.3,47.3,51.1,47.5,1,1,,,,,"","(A07,A08,B07,B08,C07,C08,D07,D08,E07,E08,F07,F08,G07,G08,H07,H08)",6.04,5.72,6.02,5.72,,,,,1.01,0.91,1.008,0.937,50.3,48.3,50.2,48.4,
"M05",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,3.87,ddPCR Supermix for Probes (no dUTP),,4.26,3.48,4.26,3.48,373,113253,0,373,390,112863,0,113626,,,,,,,,0.96,1.09,0.78,1.09,0.82,48.9,52.8,45,52.4,45.3,1,1,,,,,"","(A09,B09,C09,D09,E09,F09)",4.07,3.67,4.07,3.67,,,,,1.03,0.85,1.03,0.89,50.9,46.9,50.7,47.1,
"M06",Absolute Quantification,"ABS","16263",Ch1Unknown,"HbS",,5.5,ddPCR Supermix for Probes (no dUTP),,6.6,4.5,6.1,4.9,345,73393,3,342,388,73005,0.0189,73738,,,,,,,,0.88,1.01,0.72,1.01,0.75,46.9,51.2,42.8,50.5,43.3,1,1,,,,,"","(A10,B10,G09,H09)",6.1,5,5.81,5.22,,,,,0.95,0.79,0.95,0.82,49.1,44.9,48.7,45,
"M07",Absolute Quantification,"ABS","14241",Ch1Unknown,"ZFY",,1.02,ddPCR Supermix for Probes (no dUTP),,1.29,0.79,1.29,0.79,63,72748,2,61,1807,70941,0.00721,72811,,,,,,,,0.034,0.043,0.025,0.043,0.026,3.3,4.1,2.4,4.1,2.5,1,1,,,,,"","(A11,B11,C11,D11)",1.15,0.9,1.15,0.9,,,,,0.0388,0.0289,0.0388,0.03,3.74,2.82,3.74,2.92,
"M08",Absolute Quantification,"ABS","17073",Ch1Unknown,"ZFY",,0.65,ddPCR Supermix for Probes (no dUTP),,0.87,0.45,0.87,0.47,41,73854,0,41,998,72856,0,73895,,,,,,,,0.041,0.054,0.026,0.054,0.028,3.9,5.1,2.6,5.1,2.7,1,1,,,,,"","(A12,B12,C12,D12)",0.76,0.55,0.76,0.56,,,,,0.047,0.032,0.047,0.034,4.5,3.2,4.5,3.3,
"M09",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS",,0,ddPCR Supermix for Probes (no dUTP),,0.1,0,0.1,0,0,34669,0,0,1,34668,0,34669,,,,,,,,0,,,0,0,0,,,150,0,1,1,,,,,"","(C10,D10)",0.046,0,0.046,0,,,,,,,0,0,,,68,0,
"M10",Absolute Quantification,"ABS","20788",Ch1Unknown,"ZFY",,1.21,ddPCR Supermix for Probes (no dUTP),,1.56,0.84,1.52,0.95,68,65935,3,65,2064,63871,0.016,66003,,,,,,,,0.032,0.043,0.019,0.04,0.025,3.1,4.1,1.9,3.9,2.4,1,1,,,,,"","(E10,F10,G10,H10)",1.38,1.02,1.37,1.07,,,,,0.037,0.025,0.0364,0.0284,3.6,2.5,3.51,2.76,
"M11",Absolute Quantification,"ABS","17479",Ch1Unknown,"ZFY",,0.58,ddPCR Supermix for Probes (no dUTP),,0.79,0.38,0.79,0.41,35,71152,0,35,1017,70135,0,71187,,,,,,,,0.034,0.046,0.018,0.046,0.023,3.3,4.4,1.8,4.4,2.2,1,1,,,,,"","(E11,F11,G11,H11)",0.68,0.48,0.68,0.49,,,,,0.04,0.025,0.04,0.028,3.9,2.4,3.9,2.8,
"M12",Absolute Quantification,"ABS","C12 male",Ch1Unknown,"ZFY",,15.4,ddPCR Supermix for Probes (no dUTP),,17.8,13,16.7,14,483,36764,3,480,486,36278,0,37247,,,,,,,,0.99,1.11,0.86,1.11,0.86,49.7,52.8,46.5,52.8,46.5,1,1,,,,,"","(E12,F12)",16.6,14.2,16.1,14.7,,,,,1.05,0.92,1.05,0.92,51.3,48.1,51.3,48.1,
"M13",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0,ddPCR Supermix for Probes (no dUTP),,0.096,0,0.096,0,0,36549,0,0,0,36549,0,36549,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(G12,H12)",0.044,0,0.044,0,,,,,,,0,0,,,0,0,
"M01",Absolute Quantification,"ABS","20788",Ch2Unknown,"HbA",,14.69,ddPCR Supermix for Probes (no dUTP),,15.3,14.1,15.18,14.21,3549,282385,43,3099,3506,279286,0.0169,285934,,,,,,,,0.885,0.927,0.834,0.927,0.842,46.9,48.1,45.7,48.1,45.7,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02,G02,H02)",14.99,14.4,14.94,14.45,,,,,0.906,0.855,0.906,0.863,47.6,46.3,47.6,46.3,
"M02",Absolute Quantification,"ABS","14241",Ch2Unknown,"HbA",,10.99,ddPCR Supermix for Probes (no dUTP),,11.41,10.57,11.41,10.57,2688,286415,26,2717,2662,283698,0.00206,289103,,,,,,,,1.02,1.07,0.96,1.07,0.97,50.5,51.8,49.2,51.8,49.2,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,D04,E03,E04,F03,F04,G03,G04,H03,H04)",11.2,10.78,11.2,10.78,,,,,1.048,0.982,1.048,0.993,51.2,49.8,51.2,49.8,
"M03",Absolute Quantification,"ABS","17479",Ch2Unknown,"HbA",,6.62,ddPCR Supermix for Probes (no dUTP),,6.94,6.31,6.94,6.31,1700,301222,12,1709,1688,299513,0.0092,302922,,,,,,,,1.01,1.08,0.93,1.08,0.94,50.3,52,48.6,52,48.6,1,1,,,,,"","(A05,A06,B05,B06,C05,C06,D05,D06,E05,E06,F05,F06,G05,G06,H05,H06)",6.78,6.46,6.78,6.46,,,,,1.047,0.962,1.047,0.978,51.2,49.5,51.2,49.5,
"M04",Absolute Quantification,"ABS","17073",Ch2Unknown,"HbA",,6.04,ddPCR Supermix for Probes (no dUTP),,6.47,5.64,6.34,5.74,1538,298891,7,1489,1531,297402,0,300429,,,,,,,,0.97,1.04,0.87,1.04,0.9,49.3,51.3,47.3,51.1,47.5,1,1,,,,,"","(A07,A08,B07,B08,C07,C08,D07,D08,E07,E08,F07,F08,G07,G08,H07,H08)",6.27,5.84,6.19,5.88,,,,,1.01,0.91,1.008,0.937,50.3,48.3,50.2,48.4,
"M05",Absolute Quantification,"ABS","19RG-220G0190",Ch2Unknown,"HbA",,4.04,ddPCR Supermix for Probes (no dUTP),,4.48,3.59,4.45,3.64,390,113236,0,373,390,112863,0,113626,,,,,,,,0.96,1.09,0.78,1.09,0.82,48.9,52.8,45,52.4,45.3,1,1,,,,,"","(A09,B09,C09,D09,E09,F09)",4.26,3.81,4.25,3.84,,,,,1.03,0.85,1.03,0.89,50.9,46.9,50.7,47.1,
"M06",Absolute Quantification,"ABS","16263",Ch2Unknown,"HbA",,6.3,ddPCR Supermix for Probes (no dUTP),,8.1,4.5,6.9,5.6,391,73347,3,342,388,73005,0.0189,73738,,,,,,,,0.88,1.01,0.72,1.01,0.75,46.9,51.2,42.8,50.5,43.3,1,1,,,,,"","(A10,B10,G09,H09)",7.2,5.4,6.57,5.94,,,,,0.95,0.79,0.95,0.82,49.1,44.9,48.7,45,
"M07",Absolute Quantification,"ABS","14241",Ch2Unknown,"ZFX",,29.6,ddPCR Supermix for Probes (no dUTP),,31,28.2,31,28.2,1809,71002,2,61,1807,70941,0.00721,72811,,,,,,,,0.034,0.043,0.025,0.043,0.026,3.3,4.1,2.4,4.1,2.5,1,1,,,,,"","(A11,B11,C11,D11)",30.3,28.9,30.3,28.9,,,,,0.0388,0.0289,0.0388,0.03,3.74,2.82,3.74,2.92,
"M08",Absolute Quantification,"ABS","17073",Ch2Unknown,"ZFX",,16,ddPCR Supermix for Probes (no dUTP),,17,15,17,15,998,72897,0,41,998,72856,0,73895,,,,,,,,0.041,0.054,0.026,0.054,0.028,3.9,5.1,2.6,5.1,2.7,1,1,,,,,"","(A12,B12,C12,D12)",16.5,15.5,16.5,15.5,,,,,0.047,0.032,0.047,0.034,4.5,3.2,4.5,3.3,
"M09",Absolute Quantification,"ABS","NTC",Ch2Unknown,"HbA",,0.03,ddPCR Supermix for Probes (no dUTP),,0.16,-0.03,0.16,0,1,34668,0,0,1,34668,0,34669,,,,,,,,0,,,0,0,0,,,150,0,1,1,,,,,"","(C10,D10)",0.084,0,0.084,0.009,,,,,,,0,0,,,68,0,
"M10",Absolute Quantification,"ABS","20788",Ch2Unknown,"ZFX",,37.4,ddPCR Supermix for Probes (no dUTP),,40.2,34.6,39,35.8,2067,63936,3,65,2064,63871,0.016,66003,,,,,,,,0.032,0.043,0.019,0.04,0.025,3.1,4.1,1.9,3.9,2.4,1,1,,,,,"","(E10,F10,G10,H10)",38.9,36,38.3,36.6,,,,,0.037,0.025,0.0364,0.0284,3.6,2.5,3.51,2.76,
