Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS",,6,ddPCR Supermix for Probes (no dUTP),,7,5,6.37,5.63,1002,196090,14,988,978,195112,0.054,197092,,,,,,,,1.01,1.1,0.89,1.1,0.92,50.3,52.4,48.1,52.4,48.1,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02)",6.5,5.5,6.19,5.81,,,,,1.06,0.94,1.055,0.965,51.4,49.1,51.4,49.1,
"M02",Absolute Quantification,"ABS","17472",Ch1Unknown,"HbS",,4.51,ddPCR Supermix for Probes (no dUTP),,4.77,4.26,4.77,4.26,1209,314489,8,1201,1286,313203,0.0114,315698,,,,,,,,0.93,1.01,0.85,1.01,0.86,48.3,50.3,46.3,50.3,46.3,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,D04,E03,E04,F03,F04,G03,G04,H03,H04)",4.64,4.38,4.64,4.38,,,,,0.972,0.883,0.972,0.897,49.3,47.3,49.3,47.3,
"M03",Absolute Quantification,"ABS","19097",Ch1Unknown,"HbS",,8.14,ddPCR Supermix for Probes (no dUTP),,8.5,7.78,8.49,7.79,2042,294102,17,2025,1775,292327,0.0187,296144,,,,,,,,1.14,1.21,1.04,1.21,1.07,53.3,55,51.6,54.9,51.7,1,1,,,,,"","(A05,A06,B05,B06,C05,C06,D05,D06,E05,E06,F05,F06,G05,G06,H05,H06)",8.32,7.95,8.32,7.96,,,,,1.18,1.08,1.177,1.103,54.1,52.5,54.1,52.5,
"M04",Absolute Quantification,"ABS","12879",Ch1Unknown,"HbS",,5.73,ddPCR Supermix for Probes (no dUTP),,6.05,5.42,6.02,5.45,1547,316784,8,1539,1562,315222,0.00138,318331,,,,,,,,0.99,1.05,0.9,1.05,0.92,49.6,51.4,47.9,51.4,47.9,1,1,,,,,"","(A07,A08,B07,B08,C07,C08,D07,D08,E07,E08,F07,F08,G07,G08,H07,H08)",5.89,5.57,5.88,5.59,,,,,1.021,0.935,1.021,0.95,50.5,48.7,50.5,48.7,
"M05",Absolute Quantification,"ABS","17472",Ch1Unknown,"ZFY",,0.39,ddPCR Supermix for Probes (no dUTP),,0.56,0.26,0.56,0.26,28,83738,0,28,874,82864,0,83766,,,,,,,,0.032,0.044,0.017,0.044,0.02,3.1,4.2,1.7,4.2,2,1,1,,,,,"","(A09,B09,C09,D09)",0.47,0.32,0.47,0.32,,,,,0.038,0.023,0.038,0.026,3.7,2.3,3.7,2.5,
"M06",Absolute Quantification,"ABS","12879",Ch1Unknown,"ZFY",,0.44,ddPCR Supermix for Probes (no dUTP),,0.62,0.3,0.62,0.3,31,82268,0,31,998,81270,0,82299,,,,,,,,0.031,0.042,0.018,0.042,0.02,3,4,1.8,4,2,1,1,,,,,"","(A10,B10,C10,D10)",0.53,0.37,0.53,0.37,,,,,0.037,0.024,0.037,0.025,3.5,2.3,3.5,2.5,
"M07",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,22.3,ddPCR Supermix for Probes (no dUTP),,24,20.6,24,20.7,713,37235,15,698,680,36555,0.0625,37948,,,,,,,,1.03,1.13,0.91,1.13,0.92,50.6,53.3,48,53.3,48,1,1,,,,,"","(E02,F02)",23.2,21.5,23.2,21.5,,,,,1.08,0.97,1.08,0.97,52,49.3,52,49.3,
"M08",Absolute Quantification,"ABS","19097",Ch1Unknown,"ZFY",,0.73,ddPCR Supermix for Probes (no dUTP),,0.95,0.55,0.95,0.55,51,81823,2,49,1375,80448,0.0167,81874,,,,,,,,0.037,0.047,0.025,0.047,0.026,3.5,4.5,2.5,4.5,2.6,1,1,,,,,"","(E09,F09,G09,H09)",0.84,0.64,0.84,0.64,,,,,0.042,0.031,0.042,0.032,4,3,4.03,3.06,
"M09",Absolute Quantification,"ABS","C12 male",Ch1Unknown,"ZFY",,14.6,ddPCR Supermix for Probes (no dUTP),,16.7,12.6,15.9,13.3,487,38892,7,480,495,38397,0.0243,39379,,,,,,,,0.97,1.16,0.77,1.09,0.85,49.2,54,44,52.4,46.1,1,1,,,,,"","(E10,F10)",15.7,13.6,15.3,14,,,,,1.07,0.87,1.03,0.91,51.8,46.6,50.8,47.6,
"M10",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS",,0,ddPCR Supermix for Probes (no dUTP),,0.093,0,0.093,0,0,37876,0,0,0,37876,0,37876,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(G02,H02)",0.043,0,0.043,0,,,,,,,0,0,,,0,0,
"M11",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0,ddPCR Supermix for Probes (no dUTP),,0.079,0,0.079,0,0,44369,0,0,0,44369,0,44369,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(G10,H10)",0.036,0,0.036,0,,,,,,,0,0,,,0,0,
