Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","13965",Ch1Unknown,"L1CAM c.23_A",,4.8,ddPCR Supermix for Probes (no dUTP),,5.3,4.3,5.09,4.51,1056,258340,1,1055,1011,257329,0,259396,,,,,,,,1.04,1.13,0.94,1.13,0.95,51.1,53.2,48.9,53.2,48.9,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02)",5.06,4.54,4.95,4.65,,,,,1.09,0.98,1.089,0.998,52.2,50,52.2,50,
"M02",Absolute Quantification,"ABS","NTC",Ch1Unknown,"L1CAM c.23_A",,0.014,ddPCR Supermix for Probes (no dUTP),,0.066,-0.014,0.066,0.001,1,85040,0,1,52,84988,0,85041,,,,,,,,0.019,,,0.065,0,1.9,,,6.3,0,1,1,,,,,"","(A03,B03,C03,D03)",0.034,0,0.034,0.004,,,,,,,0.041,0,,,4,0,
"M03",Absolute Quantification,"ABS","18385",Ch1Unknown,"ATP7A c.1949_A",,6.81,ddPCR Supermix for Probes (no dUTP),,7.3,6.32,7.3,6.32,741,127568,4,737,623,126945,0.00351,128309,,,,,,,,1.18,1.31,1.04,1.31,1.06,54.2,56.9,51.5,56.8,51.5,1,1,,,,,"","(A04,B04,C04,D04,E04,F04)",7.06,6.56,7.06,6.56,,,,,1.25,1.1,1.25,1.12,55.6,52.8,55.5,52.8,
"M04",Absolute Quantification,"ABS","18G10771",Ch1Unknown,"ATP7A c.1949_A",,138,ddPCR Supermix for Probes (no dUTP),,145,132,140.8,135.2,9470,76105,1142,8328,8511,67594,1.28,85575,,,,,,,,0.98,1.008,0.952,1.008,0.952,49.5,50.2,48.8,50.2,48.8,1,1,,,,,"","(A05,B05,G04,H04)",141.4,134.8,139.4,136.6,,,,,0.994,0.965,0.994,0.966,49.85,49.13,49.85,49.13,
"M05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ATP7A c.1949_A",,0,ddPCR Supermix for Probes (no dUTP),,0.041,0,0.041,0,0,85809,0,0,5,85804,0,85809,,,,,,,,0,,,0,0,0,,,30,0,1,1,,,,,"","(C05,D05,E05,F05)",0.019,0,0.019,0,,,,,,,0,0,,,14,0,
"M06",Absolute Quantification,"ABS","18G10691",Ch1Unknown,"L1CAM c.23_A",,153.6,ddPCR Supermix for Probes (no dUTP),,162,145,156.6,150.6,10178,72979,1164,9014,8898,64081,0,83157,,,,,,,,1.012,1.044,0.98,1.04,0.984,50.3,51.1,49.5,51,49.6,1,1,,,,,"","(E02,F02,G02,H02)",158.2,149.6,155.1,152.1,,,,,1.028,0.995,1.027,0.998,50.72,49.91,50.66,49.95,
"M01",Absolute Quantification,"ABS","13965",Ch2Unknown,"L1CAM c.23_T",,4.6,ddPCR Supermix for Probes (no dUTP),,4.97,4.23,4.88,4.32,1012,258384,1,1055,1011,257329,0,259396,,,,,,,,1.04,1.13,0.94,1.13,0.95,51.1,53.2,48.9,53.2,48.9,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02)",4.79,4.41,4.74,4.45,,,,,1.09,0.98,1.089,0.998,52.2,50,52.2,50,
"M02",Absolute Quantification,"ABS","NTC",Ch2Unknown,"L1CAM c.23_T",,0.72,ddPCR Supermix for Probes (no dUTP),,2,-0.6,0.93,0.54,52,84989,0,1,52,84988,0,85041,,,,,,,,0.019,,,0.065,0,1.9,,,6.3,0,1,1,,,,,"","(A03,B03,C03,D03)",1.4,0,0.82,0.62,,,,,,,0.041,0,,,4,0,
"M03",Absolute Quantification,"ABS","18385",Ch2Unknown,"ATP7A c.1949_G",,5.76,ddPCR Supermix for Probes (no dUTP),,6.23,5.26,6.21,5.31,627,127682,4,737,623,126945,0.00351,128309,,,,,,,,1.18,1.31,1.04,1.31,1.06,54.2,56.9,51.5,56.8,51.5,1,1,,,,,"","(A04,B04,C04,D04,E04,F04)",5.99,5.5,5.99,5.53,,,,,1.25,1.1,1.25,1.12,55.6,52.8,55.5,52.8,
"M04",Absolute Quantification,"ABS","18G10771",Ch2Unknown,"ATP7A c.1949_G",,140.8,ddPCR Supermix for Probes (no dUTP),,144.8,136.9,143.6,138,9653,75922,1142,8328,8511,67594,1.28,85575,,,,,,,,0.98,1.008,0.952,1.008,0.952,49.5,50.2,48.8,50.2,48.8,1,1,,,,,"","(A05,B05,G04,H04)",142.9,138.8,142.2,139.4,,,,,0.994,0.965,0.994,0.966,49.85,49.13,49.85,49.13,
