Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","17531",Ch1Unknown,"ZFY",,0.44,ddPCR Supermix for Probes (no dUTP),,0.55,0.35,0.55,0.35,78,207881,0,78,3207,204674,0,207959,,,,,,,,0.024,0.03,0.017,0.03,0.019,2.4,2.9,1.7,2.9,1.8,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02)",0.493,0.393,0.493,0.393,,,,,0.0269,0.0194,0.0269,0.0214,2.62,1.92,2.62,2.09,
"M02",Absolute Quantification,"ABS","19102",Ch1Unknown,"ZFY",,0.86,ddPCR Supermix for Probes (no dUTP),,0.99,0.73,0.99,0.73,158,215934,1,157,3905,212029,0,216092,,,,,,,,0.04,0.046,0.032,0.046,0.034,3.9,4.4,3.1,4.4,3.3,1,1,,,,,"","(A03,B03,C02,C03,D02,D03,E02,F02,G02,H02)",0.93,0.79,0.93,0.79,,,,,0.0434,0.0346,0.0434,0.0368,4.16,3.37,4.16,3.55,
"M03",Absolute Quantification,"ABS","20915",Ch1Unknown,"ZFY",,1.99,ddPCR Supermix for Probes (no dUTP),,2.23,1.75,2.2,1.78,356,210151,11,345,4416,205735,0.0201,210507,,,,,,,,0.08,0.088,0.067,0.088,0.071,7.4,8.1,6.3,8.1,6.6,1,1,,,,,"","(A04,B04,C04,D04,E03,E04,F03,F04,G03,H03)",2.11,1.87,2.1,1.89,,,,,0.084,0.072,0.084,0.0752,7.75,6.76,7.75,7,
"M04",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0.027,ddPCR Supermix for Probes (no dUTP),,0.06,-0.002,0.06,0.01,5,214063,0,5,5,214058,0,214068,,,,,,,,1,,,2.3,0,50,,,82,18,1,1,,,,,"","(A05,A06,B05,B06,C05,D05,E05,F05,G05,H05)",0.044,0.013,0.042,0.017,,,,,,,1.6,0.4,,,66,34,
"M05",Absolute Quantification,"ABS","16881",Ch1Unknown,"F8 c.1409_T",,5.94,ddPCR Supermix for Probes (no dUTP),,6.32,5.56,6.27,5.62,1274,251524,8,1266,1191,250333,0.0092,252798,,,,,,,,1.06,1.15,0.95,1.15,0.98,51.5,53.5,49.5,53.5,49.6,1,1,,,,,"","(A07,B07,C06,C07,D06,D07,E06,E07,F06,F07,G06,H06)",6.13,5.75,6.11,5.78,,,,,1.11,0.99,1.105,1.02,52.5,50.5,52.5,50.5,
"M06",Absolute Quantification,"ABS","18G05796",Ch1Unknown,"F8 c.1409_T",,143.6,ddPCR Supermix for Probes (no dUTP),,155,133,146.9,140.3,7257,55889,818,6439,6234,49655,0.179,63146,,,,,,,,1.031,1.065,0.997,1.065,0.997,50.8,51.6,49.9,51.6,49.9,1,1,,,,,"","(A08,G07,H07)",149,138,145.3,141.9,,,,,1.048,1.014,1.048,1.014,51.18,50.34,51.18,50.34,
"M07",Absolute Quantification,"ABS","12585",Ch1Unknown,"F8 c.6046_T",,41.8,ddPCR Supermix for Probes (no dUTP),,43.8,39.7,42.7,40.9,8829,244175,199,8630,5459,238716,0.00766,253004,,,,,,,,1.57,1.62,1.51,1.62,1.52,61.1,61.9,60.3,61.9,60.3,1,1,,,,,"","(A09,B09,C09,D09,E08,E09,F08,F09,G08,G09,H08,H09)",42.8,40.7,42.23,41.34,,,,,1.597,1.539,1.597,1.544,61.51,60.69,61.5,60.69,
"M08",Absolute Quantification,"ABS","18G05794",Ch1Unknown,"F8 c.6046_T",,178.1,ddPCR Supermix for Probes (no dUTP),,190,167,181.8,174.4,9018,55183,1252,7766,7917,47266,0,64201,,,,,,,,0.982,1.011,0.953,1.011,0.954,49.6,50.3,48.8,50.3,48.8,1,1,,,,,"","(A10,B10,C10)",184,172,180,176.2,,,,,0.997,0.967,0.997,0.968,49.92,49.18,49.92,49.18,
"M09",Absolute Quantification,"ABS","NTC",Ch1Unknown,"F8 c.1409_T",,0,ddPCR Supermix for Probes (no dUTP),,0.054,0,0.054,0,0,64868,0,0,0,64868,0,64868,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(B08,C08,D08)",0.025,0,0.025,0,,,,,,,0,0,,,0,0,
"M10",Absolute Quantification,"ABS","NTC",Ch1Unknown,"F8 c.6046_T",,0.11,ddPCR Supermix for Probes (no dUTP),,0.27,-0.05,0.22,0.04,6,64881,5,1,0,64881,0.0907,64887,,,,,,,,1.2,,,2.7,0,55,,,85,24,1,1,,,,,"","(D10,E10,F10)",0.19,0.03,0.16,0.07,,,,,,,1.9,0.5,,,70,39,
"M11",Absolute Quantification,"ABS","Male",Ch1Unknown,"ZFY",,155.5,ddPCR Supermix for Probes (no dUTP),,159.7,151.3,159.7,151.3,5229,37012,686,4543,4737,32275,0.536,42241,,,,,,,,0.962,1.04,0.89,0.998,0.925,49,50.9,47.1,50,48.1,1,1,,,,,"","(G04,H04)",157.6,153.3,157.6,153.3,,,,,0.999,0.922,0.98,0.943,50,48,49.51,48.54,
"M01",Absolute Quantification,"ABS","17531",Ch2Unknown,"ZFX",,18.3,ddPCR Supermix for Probes (no dUTP),,19,17.6,18.9,17.7,3207,204752,0,78,3207,204674,0,207959,,,,,,,,0.024,0.03,0.017,0.03,0.019,2.4,2.9,1.7,2.9,1.8,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02)",18.65,17.96,18.61,17.96,,,,,0.0269,0.0194,0.0269,0.0214,2.62,1.92,2.62,2.09,
"M02",Absolute Quantification,"ABS","19102",Ch2Unknown,"ZFX",,21.5,ddPCR Supermix for Probes (no dUTP),,22.1,20.8,22.1,20.8,3906,212186,1,157,3905,212029,0,216092,,,,,,,,0.04,0.046,0.032,0.046,0.034,3.9,4.4,3.1,4.4,3.3,1,1,,,,,"","(A03,B03,C02,C03,D02,D03,E02,F02,G02,H02)",21.81,21.12,21.8,21.12,,,,,0.0434,0.0346,0.0434,0.0368,4.16,3.37,4.16,3.55,
"M03",Absolute Quantification,"ABS","20915",Ch2Unknown,"ZFX",,25,ddPCR Supermix for Probes (no dUTP),,26.4,23.8,25.7,24.3,4427,206080,11,345,4416,205735,0.0201,210507,,,,,,,,0.08,0.088,0.067,0.088,0.071,7.4,8.1,6.3,8.1,6.6,1,1,,,,,"","(A04,B04,C04,D04,E03,E04,F03,F04,G03,H03)",25.7,24.4,25.38,24.63,,,,,0.084,0.072,0.084,0.0752,7.75,6.76,7.75,7,
"M04",Absolute Quantification,"ABS","NTC",Ch2Unknown,"ZFX",,0.027,ddPCR Supermix for Probes (no dUTP),,0.06,0.002,0.06,0.01,5,214063,0,5,5,214058,0,214068,,,,,,,,1,,,2.3,0,50,,,82,18,1,1,,,,,"","(A05,A06,B05,B06,C05,D05,E05,F05,G05,H05)",0.042,0.015,0.042,0.017,,,,,,,1.6,0.4,,,66,34,
"M05",Absolute Quantification,"ABS","16881",Ch2Unknown,"F8 c.1409_C",,5.59,ddPCR Supermix for Probes (no dUTP),,5.92,5.26,5.91,5.28,1199,251599,8,1266,1191,250333,0.0092,252798,,,,,,,,1.06,1.15,0.95,1.15,0.98,51.5,53.5,49.5,53.5,49.6,1,1,,,,,"","(A07,B07,C06,C07,D06,D07,E06,E07,F06,F07,G06,H06)",5.76,5.42,5.75,5.43,,,,,1.11,0.99,1.105,1.02,52.5,50.5,52.5,50.5,
