Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS",,2.21,ddPCR Supermix for Probes (no dUTP),,2.42,2,2.42,2,407,216480,3,404,434,216046,0.0119,216887,,,,,,,,0.93,1.06,0.78,1.06,0.81,48.2,51.6,44.8,51.6,44.8,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02)",2.32,2.1,2.32,2.1,,,,,1,0.84,1,0.87,49.9,46.5,49.9,46.5,
"M02",Absolute Quantification,"ABS","12879",Ch1Unknown,"HbS",,3.69,ddPCR Supermix for Probes (no dUTP),,3.97,3.41,3.97,3.41,671,213801,3,668,702,213099,0.00439,214472,,,,,,,,0.95,1.05,0.82,1.05,0.85,48.8,51.4,46.1,51.4,46.1,1,1,,,,,"","(A03,B03,C03,D03,E02,E03,F02,F03,G02,G03,H02,H03)",3.83,3.54,3.83,3.54,,,,,1,0.87,1,0.9,50.1,47.4,50.1,47.4,
"M03",Absolute Quantification,"ABS","12205",Ch1Unknown,"HbS",,9.55,ddPCR Supermix for Probes (no dUTP),,10.2,8.9,9.94,9.17,2411,295681,23,2388,2384,293297,0.0142,298092,,,,,,,,1,1.06,0.92,1.06,0.95,50,51.6,48.5,51.5,48.6,1,1,,,,,"","(A04,A05,B04,B05,C04,C05,D04,D05,E04,E05,F04,F05,G04,G05,H04,H05)",9.86,9.19,9.75,9.36,,,,,1.031,0.953,1.031,0.973,50.8,49.2,50.8,49.3,
"M04",Absolute Quantification,"ABS","14960",Ch1Unknown,"HbS",,4.61,ddPCR Supermix for Probes (no dUTP),,4.87,4.33,4.87,4.35,1246,317323,8,1238,1379,315944,0.00959,318569,,,,,,,,0.9,0.97,0.8,0.97,0.83,47.3,49.2,45.3,49.2,45.4,1,1,,,,,"","(A06,A07,B06,B07,C06,C07,D06,D07,E06,E07,F06,F07,G06,G07,H06,H07)",4.74,4.47,4.74,4.48,,,,,0.933,0.834,0.933,0.863,48.3,46.3,48.3,46.3,
"M05",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,23.6,ddPCR Supermix for Probes (no dUTP),,25.2,22,25.2,22,811,40052,17,794,842,39210,0,40863,,,,,,,,0.94,1.03,0.85,1.03,0.85,48.5,50.9,46.2,50.9,46.2,1,1,,,,,"","(A08,B08)",24.4,22.8,24.4,22.8,,,,,0.99,0.896,0.99,0.897,49.8,47.3,49.8,47.3,
"M06",Absolute Quantification,"ABS","12205",Ch1Unknown,"ZFY",,0.72,ddPCR Supermix for Probes (no dUTP),,1.06,0.38,0.94,0.53,49,80279,0,49,1477,78802,0,80328,,,,,,,,0.033,0.047,0.015,0.042,0.023,3.2,4.5,1.5,4.1,2.3,1,1,,,,,"","(A09,B09,C09,D09)",0.89,0.55,0.82,0.62,,,,,0.039,0.023,0.0376,0.0281,3.8,2.2,3.63,2.74,
"M07",Absolute Quantification,"ABS","C12 male",Ch1Unknown,"ZFY",,15.6,ddPCR Supermix for Probes (no dUTP),,17.1,14,16.9,14.2,518,38930,4,514,485,38445,0,39448,,,,,,,,1.06,1.19,0.93,1.19,0.93,51.4,54.5,48.4,54.5,48.4,1,1,,,,,"","(E08,F08)",16.4,14.8,16.2,14.9,,,,,1.13,0.99,1.13,0.99,53,49.9,53,49.9,
"M08",Absolute Quantification,"ABS","14960",Ch1Unknown,"ZFY",,0.36,ddPCR Supermix for Probes (no dUTP),,0.61,0.13,0.53,0.24,24,77743,0,24,782,76961,0,77767,,,,,,,,0.031,0.052,0.004,0.043,0.018,3,5,0.4,4.1,1.8,1,1,,,,,"","(E09,F09,G09,H09)",0.49,0.24,0.44,0.29,,,,,0.04,0.016,0.037,0.024,3.9,1.6,3.6,2.4,
"M09",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0,ddPCR Supermix for Probes (no dUTP),,0.086,0,0.086,0,0,40835,0,0,0,40835,0,40835,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(G08,H08)",0.039,0,0.039,0,,,,,,,0,0,,,0,0,
"M01",Absolute Quantification,"ABS","12422",Ch2Unknown,"HbA",,2.37,ddPCR Supermix for Probes (no dUTP),,2.6,2.15,2.6,2.15,437,216450,3,404,434,216046,0.0119,216887,,,,,,,,0.93,1.06,0.78,1.06,0.81,48.2,51.6,44.8,51.6,44.8,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02)",2.49,2.26,2.49,2.26,,,,,1,0.84,1,0.87,49.9,46.5,49.9,46.5,
"M02",Absolute Quantification,"ABS","12879",Ch2Unknown,"HbA",,3.87,ddPCR Supermix for Probes (no dUTP),,4.16,3.59,4.16,3.59,705,213767,3,668,702,213099,0.00439,214472,,,,,,,,0.95,1.05,0.82,1.05,0.85,48.8,51.4,46.1,51.4,46.1,1,1,,,,,"","(A03,B03,C03,D03,E02,E03,F02,F03,G02,G03,H02,H03)",4.02,3.73,4.02,3.73,,,,,1,0.87,1,0.9,50.1,47.4,50.1,47.4,
"M03",Absolute Quantification,"ABS","12205",Ch2Unknown,"HbA",,9.54,ddPCR Supermix for Probes (no dUTP),,10.1,8.9,9.92,9.16,2407,295685,23,2388,2384,293297,0.0142,298092,,,,,,,,1,1.06,0.92,1.06,0.95,50,51.6,48.5,51.5,48.6,1,1,,,,,"","(A04,A05,B04,B05,C04,C05,D04,D05,E04,E05,F04,F05,G04,G05,H04,H05)",9.78,9.2,9.73,9.34,,,,,1.031,0.953,1.031,0.973,50.8,49.2,50.8,49.3,
"M04",Absolute Quantification,"ABS","14960",Ch2Unknown,"HbA",,5.13,ddPCR Supermix for Probes (no dUTP),,5.42,4.84,5.4,4.86,1387,317182,8,1238,1379,315944,0.00959,318569,,,,,,,,0.9,0.97,0.8,0.97,0.83,47.3,49.2,45.3,49.2,45.4,1,1,,,,,"","(A06,A07,B06,B07,C06,C07,D06,D07,E06,E07,F06,F07,G06,G07,H06,H07)",5.28,4.98,5.27,5,,,,,0.933,0.834,0.933,0.863,48.3,46.3,48.3,46.3,
"M05",Absolute Quantification,"ABS","19RG-220G0190",Ch2Unknown,"HbA",,25,ddPCR Supermix for Probes (no dUTP),,26.7,23.3,26.7,23.3,859,40004,17,794,842,39210,0,40863,,,,,,,,0.94,1.03,0.85,1.03,0.85,48.5,50.9,46.2,50.9,46.2,1,1,,,,,"","(A08,B08)",25.8,24.1,25.8,24.1,,,,,0.99,0.896,0.99,0.897,49.8,47.3,49.8,47.3,
"M06",Absolute Quantification,"ABS","12205",Ch2Unknown,"ZFX",,21.8,ddPCR Supermix for Probes (no dUTP),,22.9,20.7,22.9,20.7,1477,78851,0,49,1477,78802,0,80328,,,,,,,,0.033,0.047,0.015,0.042,0.023,3.2,4.5,1.5,4.1,2.3,1,1,,,,,"","(A09,B09,C09,D09)",22.4,21.3,22.4,21.3,,,,,0.039,0.023,0.0376,0.0281,3.8,2.2,3.63,2.74,
"M07",Absolute Quantification,"ABS","C12 male",Ch2Unknown,"ZFX",,14.7,ddPCR Supermix for Probes (no dUTP),,16,13.4,16,13.4,489,38959,4,514,485,38445,0,39448,,,,,,,,1.06,1.19,0.93,1.19,0.93,51.4,54.5,48.4,54.5,48.4,1,1,,,,,"","(E08,F08)",15.4,14,15.3,14,,,,,1.13,0.99,1.13,0.99,53,49.9,53,49.9,
"M08",Absolute Quantification,"ABS","14960",Ch2Unknown,"ZFX",,11.9,ddPCR Supermix for Probes (no dUTP),,12.7,11.1,12.7,11.1,782,76985,0,24,782,76961,0,77767,,,,,,,,0.031,0.052,0.004,0.043,0.018,3,5,0.4,4.1,1.8,1,1,,,,,"","(E09,F09,G09,H09)",12.32,11.46,12.32,11.46,,,,,0.04,0.016,0.037,0.024,3.9,1.6,3.6,2.4,
"M09",Absolute Quantification,"ABS","NTC",Ch2Unknown,"ZFX",,0,ddPCR Supermix for Probes (no dUTP),,0.086,0,0.086,0,0,40835,0,0,0,40835,0,40835,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(G08,H08)",0.039,0,0.039,0,,,,,,,0,0,,,0,0,
"A01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2.5,ddPCR Supermix for Probes (no dUTP),50,,,3.4,1.8,38,17793,0,38,37,17756,0,17831,,,,,,,,1.03,,,1.49,0.56,51,,,62,39,1,1,2100,4752.1,1145,1152.7,"",,,,2.94,2.13,,,,,,,1.26,0.79,,,56,45,
"B01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2.2,ddPCR Supermix for Probes (no dUTP),44,,,3,1.5,35,18958,0,35,41,18917,0,18993,,,,,,,,0.85,,,1.24,0.47,46,,,57,35,1,1,2100,4620.8,1141.3,1147.7,"",,,,2.56,1.82,,,,,,,1.05,0.66,,,52,40,
"C01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2,ddPCR Supermix for Probes (no dUTP),40,,,2.8,1.4,32,18374,1,31,38,18336,0.0598,18406,,,,,,,,0.82,,,1.21,0.43,45,,,57,33,1,1,2100,4721.1,1119.1,1125.4,"",,,,2.43,1.71,,,,,,,1.02,0.62,,,51,39,
"D01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2.3,ddPCR Supermix for Probes (no dUTP),46,,,3.1,1.6,36,18651,1,35,37,18614,0.0586,18687,,,,,,,,0.95,,,1.38,0.51,49,,,60,37,1,1,2100,4751.6,1129.2,1136.2,"",,,,2.67,1.91,,,,,,,1.17,0.73,,,54,43,
"E01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2.2,ddPCR Supermix for Probes (no dUTP),44,,,3.1,1.6,34,17929,0,34,29,17900,0,17963,,,,,,,,1.2,,,1.8,0.6,54,,,66,42,1,1,2100,4642.4,1116.3,1123,"",,,,2.63,1.87,,,,,,,1.47,0.88,,,60,48,
"F01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2,ddPCR Supermix for Probes (no dUTP),40,,,2.8,1.4,32,18528,0,32,28,18500,0,18560,,,,,,,,1.1,,,1.7,0.6,53,,,66,41,1,1,2100,4728.1,1114.2,1120.5,"",,,,2.41,1.69,,,,,,,1.44,0.85,,,60,47,
"G01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2,ddPCR Supermix for Probes (no dUTP),40,,,2.8,1.4,32,18556,0,32,43,18513,0,18588,,,,,,,,0.74,,,1.09,0.4,43,,,54,31,1,1,2100,4379.6,1141,1146.6,"",,,,2.41,1.69,,,,,,,0.92,0.57,,,48,37,
"H01",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2.3,ddPCR Supermix for Probes (no dUTP),46,,,3.1,1.6,36,18344,0,36,39,18305,0,18380,,,,,,,,0.92,,,1.34,0.5,48,,,59,37,1,1,2100,4362.6,1119.8,1126.1,"",,,,2.71,1.94,,,,,,,1.14,0.71,,,54,42,
"A02",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2.6,ddPCR Supermix for Probes (no dUTP),52,,,3.5,1.9,38,17131,0,38,33,17098,0,17169,,,,,,,,1.2,,,1.7,0.6,54,,,65,42,1,1,2100,4207,1139.5,1146.3,"",,,,3.05,2.21,,,,,,,1.43,0.88,,,59,48,
"A03",Absolute Quantification,"ABS","12879",Ch1Unknown,"HbS","Manual",4,ddPCR Supermix for Probes (no dUTP),80,,,5,3.1,70,20556,1,69,60,20496,0.0455,20626,,,,,,,,1.15,,,1.54,0.75,53,,,62,45,1,1,2100,4258.8,1106.3,1117,"",,,,4.5,3.54,,,,,,,1.35,0.95,,,57.8,49.1,
"A04",Absolute Quantification,"ABS","12205",Ch1Unknown,"HbS","Manual",10.6,ddPCR Supermix for Probes (no dUTP),212,,,12.1,9,184,20413,2,182,173,20240,0.0254,20597,,,,,,,,1.05,,,1.27,0.83,51,,,56,46,1,1,2100,4475.1,1141.6,1171.4,"",,,,11.3,9.8,,,,,,,1.16,0.94,,,53.9,48.6,
"A05",Absolute Quantification,"ABS","12205",Ch1Unknown,"HbS","Manual",7.7,ddPCR Supermix for Probes (no dUTP),154,,,9,6.4,128,19538,0,128,175,19363,0,19666,,,,,,,,0.73,,,0.9,0.56,42,,,48,37,1,1,2100,4387.7,1135,1156.1,"",,,,8.4,7,,,,,,,0.82,0.65,,,45.1,39.4,
"A06",Absolute Quantification,"ABS","14960",Ch1Unknown,"HbS","Manual",4.9,ddPCR Supermix for Probes (no dUTP),98,,,6,3.9,87,20881,0,87,84,20797,0,20968,,,,,,,,1.04,,,1.35,0.72,51,,,58,43,1,1,2100,4304.6,1143.8,1156.9,"",,,,5.4,4.4,,,,,,,1.19,0.88,,,54.7,47.1,
"A07",Absolute Quantification,"ABS","14960",Ch1Unknown,"HbS","Manual",4.5,ddPCR Supermix for Probes (no dUTP),90,,,5.6,3.6,79,20455,0,79,103,20352,0,20534,,,,,,,,0.77,,,0.99,0.54,43,,,51,36,1,1,2100,4014.8,1143,1154,"",,,,5.1,4,,,,,,,0.88,0.65,,,47.1,39.7,
"A08",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS","Manual",24,ddPCR Supermix for Probes (no dUTP),480,,,26.3,21.7,413,20019,5,408,419,19600,0,20432,,,,,,,,0.97,,,1.11,0.84,49.3,,,52.7,45.9,1,1,2100,6402.2,1134,1240.5,"",,,,25.2,22.8,,,,,,,1.04,0.91,,,51.1,47.6,
"A09",Absolute Quantification,"ABS","12205",Ch1Unknown,"ZFY","Manual",0.62,ddPCR Supermix for Probes (no dUTP),12.4,,,1.07,0.32,11,20840,0,11,386,20454,0,20851,,,,,,,,0.028,,,0.045,0.011,2.7,,,4.4,1.1,1,1,4000,10172,2116.8,2121.1,"",,,,0.83,0.45,,,,,,,0.037,0.02,,,3.6,1.9,
"B02",Absolute Quantification,"ABS","12422",Ch1Unknown,"HbS","Manual",2.3,ddPCR Supermix for Probes (no dUTP),46,,,3.1,1.6,36,18393,1,35,39,18354,0.0591,18429,,,,,,,,0.9,,,1.31,0.49,47,,,59,36,1,1,2100,4236.7,1143.2,1149.3,"",,,,2.7,1.94,,,,,,,1.11,0.69,,,53,42,
"B03",Absolute Quantification,"ABS","12879",Ch1Unknown,"HbS","Manual",4.2,ddPCR Supermix for Probes (no dUTP),84,,,5.2,3.3,71,20074,0,71,64,20010,0,20145,,,,,,,,1.11,,,1.49,0.73,53,,,61,44,1,1,2100,4359.3,1124.8,1136.2,"",,,,4.67,3.68,,,,,,,1.3,0.92,,,56.9,48.3,
"B04",Absolute Quantification,"ABS","12205",Ch1Unknown,"HbS","Manual",11.3,ddPCR Supermix for Probes (no dUTP),226,,,12.9,9.7,190,19704,2,188,183,19521,0.0141,19894,,,,,,,,1.03,,,1.24,0.82,51,,,56,46,1,1,2100,4340.9,1141.8,1172.4,"",,,,12.1,10.5,,,,,,,1.13,0.92,,,53.3,48.1,
"B05",Absolute Quantification,"ABS","12205",Ch1Unknown,"HbS","Manual",9.3,ddPCR Supermix for Probes (no dUTP),186,,,10.8,7.8,145,18247,2,143,160,18087,0.047,18392,,,,,,,,0.89,,,1.1,0.69,47,,,53,42,1,1,2100,4339.4,1145.3,1170.5,"",,,,10.1,8.5,,,,,,,1,0.79,,,50.1,44.4,
