Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","13447",Ch1Unknown,"HbS",,5.78,ddPCR Supermix for Probes (no dUTP),,6.12,5.43,6.09,5.48,1388,281666,10,1378,1379,280287,0.0134,283054,,,,,,,,1,1.07,0.89,1.07,0.92,50,52.1,47.9,51.8,48.1,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02)",5.95,5.6,5.94,5.63,,,,,1.04,0.93,1.037,0.961,51,48.9,50.9,49,
"M02",Absolute Quantification,"ABS","13929",Ch1Unknown,"HbS",,9.28,ddPCR Supermix for Probes (no dUTP),,9.8,8.8,9.66,8.89,2270,286755,19,2251,2291,284464,0.00355,289025,,,,,,,,0.98,1.04,0.91,1.04,0.93,49.6,51.2,48,51,48.1,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,D04,E03,F03,G02,G03,H02,H03)",9.56,9.02,9.47,9.08,,,,,1.012,0.935,1.012,0.954,50.4,48.8,50.3,48.8,
"M03",Absolute Quantification,"ABS","18587",Ch1Unknown,"HbS",,13.01,ddPCR Supermix for Probes (no dUTP),,13.5,12.5,13.46,12.56,3219,289551,36,3183,2974,286577,0.0119,292770,,,,,,,,1.07,1.12,1.01,1.12,1.02,51.7,52.9,50.4,52.9,50.4,1,1,,,,,"","(A05,A06,B05,B06,C05,D05,E04,E05,F04,F05,G04,G05,H04,H05)",13.27,12.75,13.24,12.78,,,,,1.097,1.039,1.097,1.043,52.3,51.1,52.3,51.1,
"M04",Absolute Quantification,"ABS","20647",Ch1Unknown,"HbS",,6.91,ddPCR Supermix for Probes (no dUTP),,7.38,6.42,7.24,6.58,1665,282714,4,1661,1662,281052,0,284379,,,,,,,,1,1.07,0.9,1.07,0.93,50,51.8,48.2,51.7,48.3,1,1,,,,,"","(A07,B07,C06,C07,D06,D07,E06,E07,F06,F07,G06,G07,H06,H07)",7.14,6.66,7.08,6.74,,,,,1.034,0.94,1.034,0.965,50.9,49,50.9,49.1,
"M05",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,158.5,ddPCR Supermix for Probes (no dUTP),,163,154,163,154,4759,33005,609,4150,4032,28973,0.981,37764,,,,,,,,1.027,1.069,0.986,1.069,0.986,50.7,51.7,49.7,51.7,49.7,1,1,,,,,"","(A08,B08)",160.8,156.2,160.8,156.2,,,,,1.048,1.006,1.048,1.006,51.2,50.2,51.2,50.2,
"M06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS",,0.04,ddPCR Supermix for Probes (no dUTP),,0.095,-0.004,0.095,0.012,4,117268,3,1,1,117267,0.0301,117272,,,,,,,,1,,,2.5,0,50,,,86,14,1,1,,,,,"","(C08,D08,E08,F08,G08,H08)",0.069,0.02,0.064,0.023,,,,,,,1.7,0.3,,,68,32,
"M01",Absolute Quantification,"ABS","13447",Ch2Unknown,"HbA",,5.79,ddPCR Supermix for Probes (no dUTP),,6.09,5.48,6.09,5.48,1389,281665,10,1378,1379,280287,0.0134,283054,,,,,,,,1,1.07,0.89,1.07,0.92,50,52.1,47.9,51.8,48.1,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02)",5.95,5.63,5.94,5.63,,,,,1.04,0.93,1.037,0.961,51,48.9,50.9,49,
"M02",Absolute Quantification,"ABS","13929",Ch2Unknown,"HbA",,9.44,ddPCR Supermix for Probes (no dUTP),,10,8.9,9.83,9.06,2310,286715,19,2251,2291,284464,0.00355,289025,,,,,,,,0.98,1.04,0.91,1.04,0.93,49.6,51.2,48,51,48.1,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,D04,E03,F03,G02,G03,H02,H03)",9.7,9.19,9.64,9.24,,,,,1.012,0.935,1.012,0.954,50.4,48.8,50.3,48.8,
"M03",Absolute Quantification,"ABS","18587",Ch2Unknown,"HbA",,12.16,ddPCR Supermix for Probes (no dUTP),,12.63,11.68,12.59,11.72,3010,289760,36,3183,2974,286577,0.0119,292770,,,,,,,,1.07,1.12,1.01,1.12,1.02,51.7,52.9,50.4,52.9,50.4,1,1,,,,,"","(A05,A06,B05,B06,C05,D05,E04,E05,F04,F05,G04,G05,H04,H05)",12.4,11.92,12.38,11.94,,,,,1.097,1.039,1.097,1.043,52.3,51.1,52.3,51.1,
"M04",Absolute Quantification,"ABS","20647",Ch2Unknown,"HbA",,6.91,ddPCR Supermix for Probes (no dUTP),,7.34,6.47,7.24,6.58,1666,282713,4,1661,1662,281052,0,284379,,,,,,,,1,1.07,0.9,1.07,0.93,50,51.8,48.2,51.7,48.3,1,1,,,,,"","(A07,B07,C06,C07,D06,D07,E06,E07,F06,F07,G06,G07,H06,H07)",7.13,6.69,7.08,6.74,,,,,1.034,0.94,1.034,0.965,50.9,49,50.9,49.1,
