Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","30215",Ch1Unknown,"rs1185246_C",,1.01,ddPCR Supermix for Probes (no dUTP),,1.16,0.87,1.16,0.87,186,216470,8,178,7681,208789,0.00788,216656,,,,,,,,0.0238,0.0272,0.0197,0.0272,0.0203,2.32,2.65,1.93,2.65,1.99,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02)",1.08,0.94,1.08,0.94,,,,,0.0255,0.0214,0.0255,0.022,2.49,2.1,2.49,2.15,
"M02",Absolute Quantification,"ABS","18713",Ch1Unknown,"rs1185246_C",,109.9,ddPCR Supermix for Probes (no dUTP),,112.1,107.9,111.7,108.2,15475,157969,36,15439,415,157554,0,173444,,,,,,,,35.9,39.3,31,39.3,32.5,97.29,97.61,97.04,97.54,97.04,1,1,,,,,"","(A03,B03,C02,D02,E02,F02,G02,H02)",111,108.9,110.8,109.1,,,,,37.6,33.1,37.6,34.2,97.47,97.16,97.42,97.16,
"M03",Absolute Quantification,"ABS","30203",Ch1Unknown,"rs1185246_C",,1.59,ddPCR Supermix for Probes (no dUTP),,1.81,1.37,1.77,1.41,302,223613,7,295,7737,215876,0,223915,,,,,,,,0.0383,0.043,0.032,0.0428,0.0339,3.69,4.1,3.1,4.1,3.28,1,1,,,,,"","(A04,B04,C03,C04,D03,D04,E03,F03,G03,H03)",1.7,1.48,1.68,1.5,,,,,0.0406,0.0344,0.0406,0.0361,3.9,3.34,3.9,3.48,
"M04",Absolute Quantification,"ABS","21RG-138G0155",Ch1Unknown,"rs1185246_C",,0.03,ddPCR Supermix for Probes (no dUTP),,0.14,-0.03,0.14,0,1,41577,0,1,10219,31358,0,41578,,,,,,,,9E-05,,,0.00029,0,0.009,,,0.029,0,1,1,,,,,"","(A05,B05)",0.07,0,0.07,0.008,,,,,,,0.00018,0,,,0.018,0,
"M05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs1185246_C",,0.007,ddPCR Supermix for Probes (no dUTP),,0.031,-0.007,0.031,0,1,179014,0,1,0,179014,0,179015,,,,,,,,1000000,,,1000000,0,100,,,250,0,1,1,,,,,"","(A06,B06,C05,D05,E05,F05,G05,H05)",0.016,0,0.016,0.002,,,,,,,1000000,0,,,170,30,
"M06",Absolute Quantification,"ABS","12973",Ch1Unknown,"rs9290003_T",,23.7,ddPCR Supermix for Probes (no dUTP),,24.7,22.8,24.5,22.9,3563,175269,0,3563,270,174999,0,178832,,,,,,,,13.3,15,11.3,15,11.7,93,93.9,92.2,93.8,92.2,1,1,,,,,"","(A07,B07,C06,D06,E06,F06,G06,H06)",24.22,23.27,24.07,23.28,,,,,14.2,12.1,14.2,12.5,93.51,92.61,93.43,92.61,
"M07",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs9290003_T",,No Call,ddPCR Supermix for Probes (no dUTP),,,,,,6,179892,0,6,0,179892,0,179898,,,,,,,,,,,,,,,,,,1,1,,,,,"","(A08,B08,C08,D08,E08,F08,G07,H07)",,,,,,,,,,,,,,,,,
"M08",Absolute Quantification,"ABS","21RG-120G0081",Ch1Unknown,"rs9290003_T",,326,ddPCR Supermix for Probes (no dUTP),,359,294,332,319,10173,31898,0,10173,0,31898,0,42071,,,,,,,,,,,,,,,,,,1,1,,,,,"","(C07,D07)",343,310,328.9,322.4,,,,,,,,,,,,,
"M09",Absolute Quantification,"ABS","21RG-138G0159",Ch1Unknown,"rs1185246_C",,0.11,ddPCR Supermix for Probes (no dUTP),,0.26,0.01,0.26,0.03,4,42391,4,0,10397,31994,0.111,42395,,,,,,,,0.00034,0.00068,0,0.00068,0,0.034,0.068,0,0.068,0,1,1,,,,,"","(E04,F04)",0.18,0.06,0.18,0.06,,,,,0.00051,0.00012,0.00051,0.00016,0.051,0.012,0.051,0.016,
"M10",Absolute Quantification,"ABS","21RG-083G0112",Ch1Unknown,"rs9290003_T",,0,ddPCR Supermix for Probes (no dUTP),,0.083,0,0.083,0,0,42333,0,0,8912,33421,0,42333,,,,,,,,0,,,0,0,0,,,0.015,0,1,1,,,,,"","(E07,F07)",0.038,0,0.038,0,,,,,,,0,0,,,0.0068,0,
