Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS",,12.9,ddPCR Supermix for Probes (no dUTP),,13.5,12.2,13.5,12.2,1598,145306,17,1581,1482,143824,0.00568,146904,,,,,,,,1.07,1.14,0.98,1.14,0.99,51.6,53.4,49.8,53.4,49.8,1,1,,,,,"","(A03,B03,C03,D03,A01,B01,C01,D01)",13.19,12.55,13.19,12.55,,,,,1.105,1.018,1.105,1.028,52.5,50.7,52.5,50.7,
"M02",Absolute Quantification,"ABS","19RG-220G0191",Ch1Positive Control,"HbS",,86.3,ddPCR Supermix for Probes (no dUTP),,89.6,83.1,89.6,83.1,2662,34959,0,2662,1,34958,0,37621,,,,,,,,,,,,,,,,,,1,1,,,,,"","(E03,E01)",88,84.7,88,84.7,,,,,,,,,,,,,
"M03",Absolute Quantification,"ABS","19RG-220G0193",Ch1Negative Control,"HbS",,0,ddPCR Supermix for Probes (no dUTP),,0.1,0,0.1,0,0,34162,0,0,2518,31644,0,34162,,,,,,,,,,,,,,,,,,1,1,,,,,"","(F03,F01)",0.047,0,0.047,0,,,,,,,,,,,,,
"M04",Absolute Quantification,"ABS","19RG-220G0190",Ch1Positive Control,"HbS",,24,ddPCR Supermix for Probes (no dUTP),,25.8,22.3,25.8,22.3,699,33864,13,686,665,33199,0,34563,,,,,,,,,,,,,,,,,,1,1,,,,,"","(G03,G01)",24.9,23.1,24.9,23.1,,,,,,,,,,,,,
"M05",Absolute Quantification,"ABS","NTC",Ch1NTC,"HbS",,0,ddPCR Supermix for Probes (no dUTP),,0.093,0,0.093,0,0,37786,0,0,0,37786,0,37786,,,,,,,,,,,,,,,,,,1,1,,,,,"","(H03,H01)",0.043,0,0.043,0,,,,,,,,,,,,,
"M01",Absolute Quantification,"ABS","16472",Ch2Unknown,"HbA",,12.1,ddPCR Supermix for Probes (no dUTP),,12.8,11.3,12.7,11.5,1499,145405,17,1581,1482,143824,0.00568,146904,,,,,,,,1.07,1.14,0.98,1.14,0.99,51.6,53.4,49.8,53.4,49.8,1,1,,,,,"","(A03,B03,C03,D03,A01,B01,C01,D01)",12.46,11.66,12.38,11.75,,,,,1.105,1.018,1.105,1.028,52.5,50.7,52.5,50.7,
"M02",Absolute Quantification,"ABS","19RG-220G0191",Ch2Negative Control,"HbA",,0.03,ddPCR Supermix for Probes (no dUTP),,0.15,-0.03,0.15,0,1,37620,0,2662,1,34958,0,37621,,,,,,,,,,,,,,,,,,1,1,,,,,"","(E03,E01)",0.078,0,0.078,0.008,,,,,,,,,,,,,
"M03",Absolute Quantification,"ABS","19RG-220G0193",Ch2Positive Control,"HbA",,90.1,ddPCR Supermix for Probes (no dUTP),,93.6,86.6,93.6,86.6,2518,31644,0,0,2518,31644,0,34162,,,,,,,,,,,,,,,,,,1,1,,,,,"","(F03,F01)",91.9,88.3,91.9,88.3,,,,,,,,,,,,,
"M04",Absolute Quantification,"ABS","19RG-220G0190",Ch2Positive Control,"HbA",,23.3,ddPCR Supermix for Probes (no dUTP),,25.1,21.6,25.1,21.6,678,33885,13,686,665,33199,0,34563,,,,,,,,,,,,,,,,,,1,1,,,,,"","(G03,G01)",24.2,22.4,24.2,22.4,,,,,,,,,,,,,
"M05",Absolute Quantification,"ABS","NTC",Ch2NTC,"HbA",,0,ddPCR Supermix for Probes (no dUTP),,0.093,0,0.093,0,0,37786,0,0,0,37786,0,37786,,,,,,,,,,,,,,,,,,1,1,,,,,"","(H03,H01)",0.043,0,0.043,0,,,,,,,,,,,,,
"A03",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",12.8,ddPCR Supermix for Probes (no dUTP),256,,,14.5,11,199,18255,2,197,177,18078,0.00454,18454,,,,,,,,1.11,,,1.34,0.89,53,,,58,48,1,1,3378,8044.7,1094.4,1169.4,"",,,,13.7,11.9,,,,,,,1.23,1,,,55.2,50.1,
"B03",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",12.8,ddPCR Supermix for Probes (no dUTP),256,,,14.6,10.9,182,16658,1,181,156,16502,0,16840,,,,,,,,1.16,,,1.41,0.91,54,,,59,48,1,1,3378,8163.7,1131.2,1207.2,"",,,,13.7,11.8,,,,,,,1.29,1.03,,,56.4,51,
"C03",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",13.6,ddPCR Supermix for Probes (no dUTP),272,,,15.5,11.8,213,18262,1,212,186,18076,0,18475,,,,,,,,1.14,,,1.36,0.92,53.3,,,58.2,48.4,1,1,3378,8235.6,1129.5,1211.4,"",,,,14.6,12.7,,,,,,,1.25,1.03,,,55.8,50.8,
"D03",Absolute Quantification,"ABS","16472",Ch1Unknown,"HbS","Manual",12.3,ddPCR Supermix for Probes (no dUTP),246,,,14,10.6,196,18641,2,194,214,18427,0,18837,,,,,,,,0.91,,,1.08,0.73,47.6,,,52.4,42.7,1,1,3378,8299.8,1131.2,1205.8,"",,,,13.2,11.4,,,,,,,1,0.82,,,50,45.1,
