Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","14960",Ch1Unknown,"HbS",,5.5,ddPCR Supermix for Probes (no dUTP),,5.77,5.23,5.77,5.23,1602,341659,8,1594,1607,340052,0.0016,343261,,,,,,,,0.99,1.06,0.9,1.06,0.92,49.8,51.5,48.1,51.5,48.1,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02,G02,H02)",5.64,5.37,5.64,5.37,,,,,1.027,0.938,1.027,0.957,50.7,48.9,50.7,48.9,
"M02",Absolute Quantification,"ABS","17004",Ch1Unknown,"HbS",,3.81,ddPCR Supermix for Probes (no dUTP),,4.04,3.58,4.04,3.58,1019,314233,2,1017,1163,313070,0,315252,,,,,,,,0.87,0.95,0.76,0.95,0.8,46.7,48.9,44.3,48.7,44.6,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,D04,E03,E04,F03,F04,G03,G04,H03,H04)",3.93,3.69,3.93,3.69,,,,,0.91,0.8,0.912,0.837,47.8,45.4,47.7,45.6,
"M03",Absolute Quantification,"ABS","13631",Ch1Unknown,"HbS",,14.21,ddPCR Supermix for Probes (no dUTP),,14.8,13.7,14.67,13.75,3668,301770,42,3626,3500,298270,0,305438,,,,,,,,1.036,1.08,0.98,1.084,0.988,50.9,52,49.7,52,49.7,1,1,,,,,"","(A05,A06,B05,B06,C05,C06,D05,D06,E05,E06,F05,F06,G05,G06,H05,H06)",14.49,13.94,14.45,13.98,,,,,1.06,1.003,1.06,1.011,51.5,50.3,51.5,50.3,
"M04",Absolute Quantification,"ABS","10618",Ch1Unknown,"HbS",,9.39,ddPCR Supermix for Probes (no dUTP),,9.78,8.99,9.76,9.02,2468,308070,37,2431,2515,305555,0.0644,310538,,,,,,,,0.97,1.02,0.89,1.02,0.91,49.2,50.7,47.6,50.5,47.8,1,1,,,,,"","(A07,A08,B07,B08,C07,C08,D07,D08,E07,E08,F07,F08,G07,G08,H07,H08)",9.59,9.19,9.58,9.2,,,,,0.994,0.921,0.994,0.94,50,48.4,49.9,48.5,
"M05",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,23.1,ddPCR Supermix for Probes (no dUTP),,24.7,21.4,24.7,21.4,759,38361,11,748,705,37656,0,39120,,,,,,,,1.06,1.17,0.95,1.17,0.95,51.5,54,48.9,54,48.9,1,1,,,,,"","(A09,B09)",23.9,22.2,23.9,22.2,,,,,1.12,1.01,1.12,1.01,52.8,50.2,52.8,50.2,
"M06",Absolute Quantification,"ABS","17004",Ch1Unknown,"ZFY",,0.13,ddPCR Supermix for Probes (no dUTP),,0.24,0.06,0.24,0.06,8,74217,0,8,627,73590,0,74225,,,,,,,,0.013,0.022,0.003,0.022,0.004,1.3,2.1,0.3,2.1,0.4,1,1,,,,,"","(A10,B10,C10,D10)",0.177,0.087,0.177,0.087,,,,,0.017,0.007,0.0173,0.0081,1.7,0.7,1.7,0.81,
"M07",Absolute Quantification,"ABS","10618",Ch1Unknown,"ZFY",,0.61,ddPCR Supermix for Probes (no dUTP),,1.01,0.21,0.91,0.38,21,40702,0,21,877,39825,0,40723,,,,,,,,0.024,0.041,0.005,0.034,0.013,2.3,3.9,0.5,3.3,1.3,1,1,,,,,"","(A11,B11)",0.81,0.4,0.75,0.48,,,,,0.032,0.014,0.029,0.018,3.1,1.4,2.81,1.82,
"M08",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS",,0.03,ddPCR Supermix for Probes (no dUTP),,0.14,-0.03,0.14,0,1,38860,1,0,0,38860,0.0303,38861,,,,,,,,1,,,4.3,0,50,,,130,0,1,1,,,,,"","(C09,D09)",0.075,0,0.075,0.008,,,,,,,2.6,0,,,89,11,
"M09",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0.016,ddPCR Supermix for Probes (no dUTP),,0.075,-0.016,0.075,0.001,1,74934,0,1,0,74934,0,74935,,,,,,,,1000000,,,1000000,0,100,,,250,0,1,1,,,,,"","(C11,D11,G11,H11)",0.039,0,0.039,0.004,,,,,,,1000000,0,,,170,30,
"M10",Absolute Quantification,"ABS","14960",Ch1Unknown,"ZFY",,0.38,ddPCR Supermix for Probes (no dUTP),,0.55,0.26,0.55,0.26,27,82987,0,27,905,82082,0,83014,,,,,,,,0.03,0.041,0.017,0.041,0.018,2.9,4,1.7,4,1.8,1,1,,,,,"","(E09,F09,G09,H09)",0.46,0.31,0.46,0.31,,,,,0.035,0.023,0.035,0.024,3.4,2.3,3.4,2.3,
