Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","11928",Ch1Unknown,"XIAP c.356_359del",,5.61,ddPCR Supermix for Probes (no dUTP),,5.87,5.34,5.87,5.34,1667,349036,8,1659,1736,347300,0,350703,,,,,,,,0.96,1.02,0.87,1.02,0.89,48.9,50.5,47.2,50.5,47.2,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,B02,C02,D02,E02,F02,G02,H02)",5.74,5.47,5.74,5.47,,,,,0.988,0.906,0.988,0.923,49.7,48,49.7,48,
"M02",Absolute Quantification,"ABS","12945",Ch1Unknown,"COL4A5 c.1295_A",,5.77,ddPCR Supermix for Probes (no dUTP),,6.07,5.46,6.03,5.5,1798,365996,39,1759,1689,364307,0.0987,367794,,,,,,,,1.04,1.11,0.95,1.11,0.97,51,52.7,49.3,52.6,49.3,1,1,,,,,"","(A04,A05,B04,B05,C04,C05,D04,D05,E04,E05,F04,F05,G03,G04,G05,H03,H04,H05)",5.92,5.61,5.9,5.63,,,,,1.076,0.98,1.076,1.006,51.8,50.2,51.8,50.2,
"M03",Absolute Quantification,"ABS","18G10521",Ch1Unknown,"COL4A5 c.1295_A",,144.4,ddPCR Supermix for Probes (no dUTP),,154,135,148.5,140.3,4818,36893,540,4278,4192,32701,0,41711,,,,,,,,1.019,1.09,0.95,1.06,0.978,50.5,52.3,48.7,51.5,49.5,1,1,,,,,"","(A06,B06)",149.4,139.4,146.5,142.3,,,,,1.056,0.981,1.04,0.998,51.4,49.6,51,50,
"M04",Absolute Quantification,"ABS","NTC",Ch1Unknown,"XIAP c.356_359del",,0,ddPCR Supermix for Probes (no dUTP),,0.054,0,0.054,0,0,65237,0,0,0,65237,0,65237,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(B03,E03,F03)",0.025,0,0.025,0,,,,,,,0,0,,,0,0,
"M05",Absolute Quantification,"ABS","18G10519",Ch1Unknown,"XIAP c.356_359del",,116,ddPCR Supermix for Probes (no dUTP),,125,108,119.6,112.5,4089,39442,362,3727,3932,35510,0,43531,,,,,,,,0.95,1,0.9,0.991,0.909,48.7,50.1,47.3,49.8,47.6,1,1,,,,,"","(C03,D03)",120.5,111.9,117.9,114.2,,,,,0.976,0.923,0.971,0.929,49.4,48,49.3,48.2,
"M06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"COL4A5 c.1295_A",,0,ddPCR Supermix for Probes (no dUTP),,0.077,0,0.077,0,0,45482,0,0,0,45482,0,45482,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(C06,D06)",0.035,0,0.035,0,,,,,,,0,0,,,0,0,
"M01",Absolute Quantification,"ABS","11928",Ch2Unknown,"XIAP c.356_359",,5.87,ddPCR Supermix for Probes (no dUTP),,6.14,5.59,6.14,5.59,1744,348959,8,1659,1736,347300,0,350703,,,,,,,,0.96,1.02,0.87,1.02,0.89,48.9,50.5,47.2,50.5,47.2,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,B02,C02,D02,E02,F02,G02,H02)",6.01,5.72,6.01,5.72,,,,,0.988,0.906,0.988,0.923,49.7,48,49.7,48,
"M02",Absolute Quantification,"ABS","12945",Ch2Unknown,"COL4A5 c.1295_G",,5.54,ddPCR Supermix for Probes (no dUTP),,5.82,5.25,5.8,5.28,1728,366066,39,1759,1689,364307,0.0987,367794,,,,,,,,1.04,1.11,0.95,1.11,0.97,51,52.7,49.3,52.6,49.3,1,1,,,,,"","(A04,A05,B04,B05,C04,C05,D04,D05,E04,E05,F04,F05,G03,G04,G05,H03,H04,H05)",5.68,5.39,5.67,5.41,,,,,1.076,0.98,1.076,1.006,51.8,50.2,51.8,50.2,
"M03",Absolute Quantification,"ABS","18G10521",Ch2Unknown,"COL4A5 c.1295_G",,141.7,ddPCR Supermix for Probes (no dUTP),,145.7,137.6,145.7,137.6,4732,36979,540,4278,4192,32701,0,41711,,,,,,,,1.019,1.09,0.95,1.06,0.978,50.5,52.3,48.7,51.5,49.5,1,1,,,,,"","(A06,B06)",143.7,139.6,143.7,139.6,,,,,1.056,0.981,1.04,0.998,51.4,49.6,51,50,
"M04",Absolute Quantification,"ABS","NTC",Ch2Unknown,"XIAP c.356_359",,0,ddPCR Supermix for Probes (no dUTP),,0.054,0,0.054,0,0,65237,0,0,0,65237,0,65237,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(B03,E03,F03)",0.025,0,0.025,0,,,,,,,0,0,,,0,0,
