Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","13519",Ch1Unknown,"FGFR3 c.1138_A",,9.95,ddPCR Supermix for Probes (no dUTP),,11.4,8.5,10.32,9.58,2750,323798,95,2655,2864,320934,0.257,326548,,,,,,,,0.929,0.98,0.87,0.977,0.881,48.2,49.5,46.9,49.5,46.9,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,B02,B03,C02,D02,E02,F02,G02,H02)",10.7,9.2,10.14,9.76,,,,,0.954,0.895,0.954,0.904,48.8,47.5,48.8,47.5,
"M02",Absolute Quantification,"ABS","NTC",Ch1Unknown,"FGFR3 c.1138_A",,0.018,ddPCR Supermix for Probes (no dUTP),,0.08,-0.02,0.085,0.001,1,66366,0,1,5,66361,0,66367,,,,,,,,0.2,,,0.71,0,17,,,52,0,1,1,,,,,"","(A04,B04,C04)",0.044,0,0.044,0.005,,,,,,,0.44,0,,,33,0,
"M03",Absolute Quantification,"ABS","13519",Ch1Unknown,"ZFY",,0.27,ddPCR Supermix for Probes (no dUTP),,0.35,0.19,0.34,0.21,65,285905,4,61,4736,281169,0.0122,285970,,,,,,,,0.0136,0.0169,0.0073,0.0169,0.0103,1.34,1.67,0.73,1.67,1.02,1,1,,,,,"","(A05,A06,B05,B06,C05,D04,D05,E04,E05,F04,F05,G04,G05,H04,H05)",0.309,0.23,0.302,0.236,,,,,0.0153,0.0094,0.0153,0.0119,1.51,0.94,1.51,1.18,
"M04",Absolute Quantification,"ABS","20RG-307G0060",Ch1Unknown,"ZFY",,0,ddPCR Supermix for Probes (no dUTP),,0.053,0,0.053,0,0,66522,0,0,13496,53026,0,66522,,,,,,,,0,,,0,0,0,,,0.0099,0,1,1,,,,,"","(A07,B07,C07)",0.024,0,0.024,0,,,,,,,0,0,,,0.0045,0,
"M05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0.003,ddPCR Supermix for Probes (no dUTP),,0.013,-0.003,0.013,0,1,433110,0,1,3,433107,0,433111,,,,,,,,0.3,,,1.2,0,25,,,75,0,1,1,,,,,"","(A08,A09,B08,B09,C06,C08,C09,D06,D07,D08,D09,E06,E07,E08,F07,F08,G07,G08,H07,H08)",0.0068,0,0.0068,0.0007,,,,,,,0.75,0,,,49,1,
"M06",Absolute Quantification,"ABS","20RG-307G0062",Ch1Unknown,"FGFR3 c.1138_A",,140,ddPCR Supermix for Probes (no dUTP),,143.2,136.8,143.2,136.8,7284,57632,750,6534,6474,51158,0,64916,,,,,,,,1.009,1.042,0.975,1.042,0.976,50.2,51,49.4,51,49.4,1,1,,,,,"","(C03,D03,E03)",141.7,138.4,141.7,138.4,,,,,1.026,0.991,1.026,0.992,50.64,49.8,50.63,49.8,
"M07",Absolute Quantification,"ABS","20RG-307G0060",Ch1Unknown,"FGFR3 c.1138_A",,116.8,ddPCR Supermix for Probes (no dUTP),,119.7,113.9,119.7,113.9,6197,59373,563,5634,5585,53788,0,65570,,,,,,,,1.008,1.044,0.973,1.044,0.973,50.2,51.1,49.3,51.1,49.3,1,1,,,,,"","(F03,G03,H03)",118.3,115.3,118.3,115.3,,,,,1.027,0.99,1.027,0.99,50.66,49.76,50.66,49.76,
"M08",Absolute Quantification,"ABS","20RG-307G0062",Ch1Unknown,"ZFY",,159.5,ddPCR Supermix for Probes (no dUTP),,162.9,156.1,162.9,156.1,8536,58796,1011,7525,7519,51277,0,67332,,,,,,,,1.001,1.06,0.94,1.031,0.971,50,51.5,48.6,50.8,49.3,1,1,,,,,"","(F06,G06,H06)",161.2,157.8,161.2,157.8,,,,,1.029,0.971,1.016,0.985,50.7,49.3,50.4,49.64,
"M01",Absolute Quantification,"ABS","13519",Ch2Unknown,"FGFR3 c.1138_G",,10.71,ddPCR Supermix for Probes (no dUTP),,12.5,8.9,11.1,10.32,2959,323589,95,2655,2864,320934,0.257,326548,,,,,,,,0.929,0.98,0.87,0.977,0.881,48.2,49.5,46.9,49.5,46.9,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,B02,B03,C02,D02,E02,F02,G02,H02)",11.6,9.8,10.91,10.51,,,,,0.954,0.895,0.954,0.904,48.8,47.5,48.8,47.5,
"M02",Absolute Quantification,"ABS","NTC",Ch2Unknown,"FGFR3 c.1138_G",,0.09,ddPCR Supermix for Probes (no dUTP),,0.19,0.03,0.19,0.03,5,66362,0,1,5,66361,0,66367,,,,,,,,0.2,,,0.71,0,17,,,52,0,1,1,,,,,"","(A04,B04,C04)",0.135,0.054,0.135,0.054,,,,,,,0.44,0,,,33,0,
