Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","17667",Ch1Unknown,"OTC c.905_A",,17.9,ddPCR Supermix for Probes (no dUTP),,19.4,16,18.8,17,1598,104183,0,1598,1548,102635,0,105781,,,,,,,,1.03,1.12,0.92,1.1,0.96,50.8,53.1,48.2,52.5,49.1,1,1,,,,,"","(A01,B01,C01,D01,E01)",18.6,16.9,18.36,17.46,,,,,1.07,0.97,1.069,0.996,51.9,49.4,51.7,49.9,
"M02",Absolute Quantification,"ABS","21RG-027G0004",Ch1Unknown,"OTC c.905_A",,200.9,ddPCR Supermix for Probes (no dUTP),,205,196.9,205,196.9,9674,51938,1512,8162,8304,43634,0,61612,,,,,,,,0.984,1.012,0.956,1.012,0.957,49.6,50.3,48.9,50.3,48.9,1,1,,,,,"","(F01,G01,H01)",203,198.9,203,198.9,,,,,0.998,0.97,0.998,0.97,49.96,49.24,49.96,49.24,
"M03",Absolute Quantification,"ABS","21RG-027G0006",Ch1Unknown,"OTC c.905_A",,451,ddPCR Supermix for Probes (no dUTP),,457,445,457,445,20459,43794,0,20459,0,43794,0,64253,,,,,,,,,,,,,,,,,,1,1,,,,,"","(A02,B02,C02)",454.2,447.8,454.2,447.8,,,,,,,,,,,,,
"M04",Absolute Quantification,"ABS","17667",Ch1Unknown,"ZFY",,1.2,ddPCR Supermix for Probes (no dUTP),,1.43,0.98,1.43,0.98,112,109415,3,109,2760,106655,0.00193,109527,,,,,,,,0.04,0.048,0.032,0.048,0.032,3.9,4.5,3.1,4.5,3.2,1,1,,,,,"","(A03,B03,C03,D03,E03)",1.32,1.09,1.32,1.09,,,,,0.0439,0.036,0.0439,0.0362,4.21,3.48,4.21,3.49,
"M05",Absolute Quantification,"ABS","21RG-027G0006",Ch1Unknown,"ZFY",,434,ddPCR Supermix for Probes (no dUTP),,440,428,440,428,21081,47205,6603,14478,14702,32503,0.934,68286,,,,,,,,0.987,1.006,0.968,1.006,0.968,49.68,50.16,49.2,50.16,49.2,1,1,,,,,"","(A04,B04,C04)",437.4,431.4,437.4,431.4,,,,,0.997,0.978,0.997,0.978,49.92,49.44,49.92,49.44,
"M06",Absolute Quantification,"ABS","21RG-027G0017",Ch1Unknown,"ZFY",,0,ddPCR Supermix for Probes (no dUTP),,0.057,0,0.057,0,0,61338,0,0,16672,44666,0,61338,,,,,,,,0,,,0,0,0,,,0.0077,0,1,1,,,,,"","(A05,B05,C05)",0.026,0,0.026,0,,,,,,,0,0,,,0.0035,0,
"M07",Absolute Quantification,"ABS","NTC",Ch1Unknown,"OTC c.905_A",,No Call,ddPCR Supermix for Probes (no dUTP),,,,,,0,107763,0,0,0,107763,0,107763,,,,,,,,,,,,,,,,,,1,1,,,,,"","(D02,E02,F02,G02,H02)",,,,,,,,,,,,,,,,,
"M08",Absolute Quantification,"ABS","30030",Ch1Unknown,"ZFY",,0.82,ddPCR Supermix for Probes (no dUTP),,1.12,0.52,1.02,0.65,76,108649,3,73,1887,106762,0.0185,108725,,,,,,,,0.04,0.05,0.025,0.049,0.031,3.8,4.8,2.4,4.7,3,1,1,,,,,"","(D04,E04,F04,G04,H04)",0.97,0.67,0.92,0.73,,,,,0.045,0.031,0.0445,0.0352,4.3,3,4.26,3.4,
"M09",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0,ddPCR Supermix for Probes (no dUTP),,0.032,0,0.032,0,0,108640,0,0,11,108629,0,108640,,,,,,,,0,,,0,0,0,,,14,0,1,1,,,,,"","(D05,E05,F05,G05,H05)",0.015,0,0.015,0,,,,,,,0,0,,,6.2,0,
"M10",Absolute Quantification,"ABS","21RG-027G0004",Ch1Unknown,"ZFY",,0,ddPCR Supermix for Probes (no dUTP),,0.055,0,0.055,0,0,64469,0,0,16007,48462,0,64469,,,,,,,,0,,,0,0,0,,,0.0081,0,1,1,,,,,"","(F03,G03,H03)",0.025,0,0.025,0,,,,,,,0,0,,,0.0037,0,
