Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","10051",Ch1Unknown,"HbS",,14.8,ddPCR Supermix for Probes (no dUTP),,15.5,14.2,15.5,14.2,2161,170368,53,2108,2197,168171,0.174,172529,,,,,,,,0.96,1.02,0.9,1.02,0.9,49,50.5,47.5,50.5,47.5,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01)",15.15,14.51,15.15,14.51,,,,,0.989,0.925,0.989,0.931,49.7,48.2,49.7,48.2,
"M02",Absolute Quantification,"ABS","13929",Ch1Unknown,"HbS",,16.3,ddPCR Supermix for Probes (no dUTP),,17.5,15.3,17,15.7,2242,160326,20,2222,2300,158026,0,162568,,,,,,,,0.97,1.03,0.89,1.02,0.91,49.1,50.9,47.4,50.6,47.7,1,1,,,,,"","(A02,B02,C02,D02,E02,F02,G02,H02)",17,15.8,16.68,15.99,,,,,0.995,0.924,0.995,0.938,50,48.2,49.9,48.4,
"M03",Absolute Quantification,"ABS","14639",Ch1Unknown,"HbS",,10.8,ddPCR Supermix for Probes (no dUTP),,11.4,10.3,11.4,10.3,1528,165471,6,1522,1545,163926,0,166999,,,,,,,,0.99,1.05,0.91,1.05,0.92,49.6,51.4,47.9,51.4,47.9,1,1,,,,,"","(A03,B03,C03,D03,E03,F03,G03,H03)",11.09,10.54,11.09,10.54,,,,,1.021,0.942,1.021,0.95,50.5,48.7,50.5,48.7,
"M04",Absolute Quantification,"ABS","14743",Ch1Unknown,"HbS",,18.1,ddPCR Supermix for Probes (no dUTP),,18.9,17.3,18.8,17.4,2588,166641,40,2548,2254,164387,0.0352,169229,,,,,,,,1.13,1.19,1.06,1.19,1.07,53,54.4,51.6,54.4,51.6,1,1,,,,,"","(A04,B04,C04,D04,E04,F04,G04,H04)",18.52,17.72,18.49,17.77,,,,,1.162,1.091,1.162,1.097,53.8,52.3,53.7,52.3,
"M05",Absolute Quantification,"ABS","14812",Ch1Unknown,"HbS",,24.9,ddPCR Supermix for Probes (no dUTP),,25.7,24.1,25.7,24.1,3560,166337,79,3481,3595,162742,0.0146,169897,,,,,,,,0.969,1.013,0.922,1.013,0.924,49.2,50.4,48.1,50.4,48.1,1,1,,,,,"","(A05,B05,C05,D05,E05,F05,G05,H05)",25.33,24.5,25.33,24.5,,,,,0.991,0.944,0.991,0.946,49.8,48.6,49.8,48.6,
"M06",Absolute Quantification,"ABS","17006",Ch1Unknown,"HbS",,22.7,ddPCR Supermix for Probes (no dUTP),,24.5,21.1,23.5,21.9,3281,168370,55,3226,3284,165086,0,171651,,,,,,,,0.982,1.03,0.92,1.03,0.935,49.6,50.9,48.2,50.8,48.4,1,1,,,,,"","(A06,B06,C06,D06,E06,F06,G06,H06)",23.6,21.9,23.1,22.31,,,,,1.007,0.95,1.007,0.958,50.2,48.9,50.2,48.9,
"M07",Absolute Quantification,"ABS","20810",Ch1Unknown,"HbS",,19.7,ddPCR Supermix for Probes (no dUTP),,20.6,18.8,20.5,19,2939,173680,34,2905,3020,170660,0,176619,,,,,,,,0.962,1.02,0.9,1.011,0.913,49,50.6,47.5,50.3,47.8,1,1,,,,,"","(A07,B07,C07,D07,E07,F07,G07,H07)",20.2,19.28,20.11,19.38,,,,,0.987,0.926,0.987,0.937,49.8,48.2,49.7,48.4,
"M08",Absolute Quantification,"ABS","20813",Ch1Unknown,"HbS",,13,ddPCR Supermix for Probes (no dUTP),,14,12,13.5,12.4,1915,172940,25,1890,2264,170676,0,174855,,,,,,,,0.84,0.89,0.77,0.89,0.78,45.5,47.2,43.8,47,44,1,1,,,,,"","(A08,B08,C08,D08,E08,F08,G08,H08)",13.5,12.5,13.25,12.66,,,,,0.862,0.798,0.862,0.81,46.4,44.6,46.3,44.8,
"M09",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,45,ddPCR Supermix for Probes (no dUTP),,47.2,42.9,47.2,42.9,1640,42023,55,1585,1569,40454,0,43663,,,,,,,,1.01,1.16,0.86,1.08,0.94,50.2,54,46.6,52,48.5,1,1,,,,,"","(A09,B09)",46.2,43.9,46.2,43.9,,,,,1.09,0.94,1.045,0.975,52.2,48.4,51.1,49.4,
"M10",Absolute Quantification,"ABS","10051",Ch1Unknown,"ZFY",,0.57,ddPCR Supermix for Probes (no dUTP),,1.1,0.1,0.84,0.36,22,45739,1,21,1264,44475,0.0104,45761,,,,,,,,0.017,0.032,0.001,0.024,0.01,1.7,3.2,0.1,2.4,1,1,1,,,,,"","(A10,B10)",0.83,0.31,0.69,0.45,,,,,0.025,0.008,0.0208,0.0135,2.4,0.8,2.04,1.33,
"M11",Absolute Quantification,"ABS","14812",Ch1Unknown,"ZFY",,1.57,ddPCR Supermix for Probes (no dUTP),,2.2,1,2.03,1.18,53,39723,2,51,2187,37536,0,39776,,,,,,,,0.024,0.03,0.017,0.03,0.017,2.3,2.9,1.7,2.9,1.7,1,1,,,,,"","(A11,B11)",1.86,1.26,1.79,1.36,,,,,0.0268,0.02,0.0268,0.0203,2.61,1.96,2.61,1.99,
"M12",Absolute Quantification,"ABS","C12 male",Ch1Unknown,"ZFY",,32.7,ddPCR Supermix for Probes (no dUTP),,36.9,28.7,34.6,30.8,1133,40252,29,1104,1066,39186,0,41385,,,,,,,,1.04,1.12,0.95,1.12,0.95,50.9,52.9,48.8,52.9,48.8,1,1,,,,,"","(A12,B12)",34.9,30.7,33.6,31.7,,,,,1.079,0.989,1.079,0.991,51.9,49.8,51.9,49.8,
"M13",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS",,0,ddPCR Supermix for Probes (no dUTP),,0.084,0,0.084,0,0,41757,0,0,1,41756,0,41757,,,,,,,,0,,,0,0,0,,,150,0,1,1,,,,,"","(C09,D09)",0.039,0,0.039,0,,,,,,,0,0,,,68,0,
"M14",Absolute Quantification,"ABS","13929",Ch1Unknown,"ZFY",,1.19,ddPCR Supermix for Probes (no dUTP),,1.57,0.87,1.57,0.87,45,44548,1,44,1373,43175,0,44593,,,,,,,,0.032,0.042,0.023,0.042,0.023,3.1,4,2.2,4,2.2,1,1,,,,,"","(C10,D10)",1.37,1.02,1.37,1.02,,,,,0.0371,0.0274,0.0371,0.0274,3.58,2.67,3.58,2.67,
"M15",Absolute Quantification,"ABS","17006",Ch1Unknown,"ZFY",,0.82,ddPCR Supermix for Probes (no dUTP),,1.15,0.56,1.15,0.56,31,44425,0,31,2080,42345,0,44456,,,,,,,,0.015,0.02,0.009,0.02,0.009,1.4,1.9,0.9,1.9,0.9,1,1,,,,,"","(C11,D11)",0.98,0.68,0.98,0.68,,,,,0.0172,0.0118,0.0172,0.0119,1.69,1.16,1.69,1.18,
"M16",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,No Call,ddPCR Supermix for Probes (no dUTP),,,,,,0,39887,0,0,0,39887,0,39887,,,,,,,,,,,,,,,,,,1,1,,,,,"","(C12,D12)",,,,,,,,,,,,,,,,,
"M17",Absolute Quantification,"ABS","14639",Ch1Unknown,"ZFY",,0.75,ddPCR Supermix for Probes (no dUTP),,1.07,0.49,1.07,0.49,26,40973,1,25,987,39986,0.011,40999,,,,,,,,0.026,0.036,0.016,0.036,0.016,2.5,3.5,1.6,3.5,1.6,1,1,,,,,"","(E10,F10)",0.9,0.61,0.9,0.61,,,,,0.031,0.021,0.031,0.021,3.03,2.04,3.03,2.04,
"M18",Absolute Quantification,"ABS","20810",Ch1Unknown,"ZFY",,0.48,ddPCR Supermix for Probes (no dUTP),,0.74,0.29,0.74,0.29,18,44262,0,18,1924,42338,0,44280,,,,,,,,0.0092,0.0134,0.0047,0.0134,0.0049,0.91,1.33,0.47,1.33,0.49,1,1,,,,,"","(E11,F11)",0.6,0.37,0.6,0.37,,,,,0.0113,0.0068,0.0113,0.007,1.12,0.68,1.12,0.69,
