Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","10545",Ch1Unknown,"HbS",,7.36,ddPCR Supermix for Probes (no dUTP),,7.73,7.01,7.7,7.03,1833,291894,46,1787,2080,289814,0.133,293727,,,,,,,,0.86,0.92,0.78,0.92,0.81,46.3,48.1,44.5,47.8,44.7,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02,G02,H02)",7.56,7.19,7.54,7.19,,,,,0.889,0.813,0.889,0.834,47.2,45.3,47.1,45.5,
"M02",Absolute Quantification,"ABS","14390",Ch1Unknown,"HbS",,3.44,ddPCR Supermix for Probes (no dUTP),,3.67,3.21,3.66,3.22,948,323878,5,943,971,322907,0.00784,324826,,,,,,,,0.97,1.06,0.85,1.06,0.88,49.3,51.5,47,51.5,47,1,1,,,,,"","(A03,A04,B03,B04,C03,C04,D03,D04,E03,E04,F03,F04,G03,G04,H03,H04)",3.55,3.32,3.55,3.33,,,,,1.02,0.89,1.016,0.927,50.4,48.1,50.4,48.1,
"M03",Absolute Quantification,"ABS","20763",Ch1Unknown,"HbS",,5.56,ddPCR Supermix for Probes (no dUTP),,5.84,5.27,5.84,5.27,1496,316084,7,1489,1675,314409,0,317580,,,,,,,,0.89,0.95,0.81,0.95,0.83,47.1,48.8,45.3,48.8,45.3,1,1,,,,,"","(A05,A06,B05,B06,C05,C06,D05,D06,E05,E06,F05,F06,G05,G06,H05,H06)",5.7,5.41,5.7,5.41,,,,,0.921,0.843,0.921,0.858,48,46.2,48,46.2,
"M04",Absolute Quantification,"ABS","16263",Ch1Unknown,"HbS",,6.52,ddPCR Supermix for Probes (no dUTP),,6.89,6.16,6.83,6.2,1641,295332,13,1628,1686,293646,0.0145,296973,,,,,,,,0.97,1.03,0.88,1.03,0.9,49.1,50.8,47.4,50.8,47.4,1,1,,,,,"","(A07,A08,B07,B08,C07,C08,D07,D08,E07,E08,F07,F08,G07,G08,H07,H08)",6.71,6.34,6.68,6.36,,,,,0.999,0.911,0.999,0.932,50,48.3,50,48.3,
"M05",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,67.4,ddPCR Supermix for Probes (no dUTP),,68.9,66,68.9,66,8146,138103,442,7704,7813,130290,0,146249,,,,,,,,0.986,1.017,0.954,1.017,0.956,49.7,50.4,48.9,50.4,48.9,1,1,,,,,"","(A09,B09,C09,D09,E09,F09,G09,H09)",68.2,66.7,68.2,66.7,,,,,1.002,0.969,1.002,0.971,50.05,49.27,50.05,49.27,
"M06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS",,0,ddPCR Supermix for Probes (no dUTP),,0.094,0,0.094,0,0,37466,0,0,0,37466,0,37466,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(A10,B10)",0.043,0,0.043,0,,,,,,,0,0,,,0,0,
"M07",Absolute Quantification,"ABS","14390",Ch1Unknown,"ZFY",,0.53,ddPCR Supermix for Probes (no dUTP),,0.73,0.37,0.73,0.37,34,75186,0,34,601,74585,0,75220,,,,,,,,0.056,0.076,0.035,0.076,0.037,5.3,7.1,3.4,7.1,3.6,1,1,,,,,"","(A11,B11,C11,D11)",0.63,0.45,0.63,0.45,,,,,0.066,0.045,0.066,0.046,6.2,4.3,6.2,4.4,
"M08",Absolute Quantification,"ABS","16263",Ch1Unknown,"ZFY",,1.53,ddPCR Supermix for Probes (no dUTP),,1.96,1.12,1.86,1.24,95,73088,2,93,995,72093,0.0115,73183,,,,,,,,0.095,0.122,0.062,0.115,0.075,8.7,11,6,10.3,7,1,1,,,,,"","(A12,B12,C12,D12)",1.75,1.33,1.69,1.38,,,,,0.108,0.077,0.105,0.085,9.8,7.2,9.5,7.8,
"M09",Absolute Quantification,"ABS","10545",Ch1Unknown,"ZFY",,0.51,ddPCR Supermix for Probes (no dUTP),,0.74,0.33,0.74,0.33,24,55332,0,24,811,54521,0,55356,,,,,,,,0.029,0.041,0.016,0.041,0.017,2.9,4,1.6,4,1.7,1,1,,,,,"","(E10,F10,G10)",0.62,0.41,0.62,0.41,,,,,0.035,0.022,0.035,0.023,3.4,2.2,3.4,2.3,
"M10",Absolute Quantification,"ABS","20763",Ch1Unknown,"ZFY",,1.06,ddPCR Supermix for Probes (no dUTP),,1.4,0.7,1.33,0.83,69,76303,0,69,972,75331,0,76372,,,,,,,,0.071,0.091,0.042,0.088,0.053,6.6,8.5,4.1,8.1,5.1,1,1,,,,,"","(E11,F11,G11,H11)",1.23,0.87,1.2,0.94,,,,,0.079,0.054,0.079,0.062,7.4,5.2,7.4,5.8,
"M11",Absolute Quantification,"ABS","C12 male",Ch1Unknown,"ZFY",,16.6,ddPCR Supermix for Probes (no dUTP),,18.6,14.7,18.1,15.1,477,33509,6,471,462,33047,0,33986,,,,,,,,1.02,1.22,0.82,1.15,0.89,50.5,55.4,45.6,53.7,47.3,1,1,,,,,"","(E12,F12)",17.6,15.6,17.4,15.9,,,,,1.12,0.91,1.09,0.95,53,48,52.1,48.9,
"M12",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0,ddPCR Supermix for Probes (no dUTP),,0.061,0,0.061,0,0,57351,0,0,0,57351,0,57351,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(G12,H10,H12)",0.028,0,0.028,0,,,,,,,0,0,,,0,0,
