Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,124.5,ddPCR Supermix for Probes (no dUTP),,127.7,121.4,126.3,122.6,16782,150399,1695,15087,15045,135354,0.127,167181,,,,,,,,1.003,1.024,0.981,1.024,0.981,50.1,50.6,49.5,50.6,49.5,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01)",126.1,122.9,125.4,123.5,,,,,1.014,0.991,1.014,0.992,50.34,49.79,50.34,49.79,
"M02",Absolute Quantification,"ABS","19RG-220G0191",Ch1Unknown,"HbS",,317,ddPCR Supermix for Probes (no dUTP),,322,312,322,312,15123,48920,0,15123,0,48920,0,64043,,,,,,,,,,,,,,,,,,1,1,,,,,"","(A02,B02,C02)",319.5,314.3,319.5,314.3,,,,,,,,,,,,,
"M03",Absolute Quantification,"ABS","20RG-310G0152",Ch1Unknown,"HbS",,166.3,ddPCR Supermix for Probes (no dUTP),,184,149,169.9,162.8,8503,55990,1210,7293,7286,48704,2.17,64493,,,,,,,,1.001,1.031,0.97,1.031,0.971,50,50.8,49.3,50.8,49.3,1,1,,,,,"","(A03,G02,H02)",176,158,168.1,164.5,,,,,1.016,0.985,1.016,0.986,50.41,49.64,50.41,49.64,
"M04",Absolute Quantification,"ABS","30130",Ch1Unknown,"HbS",,9,ddPCR Supermix for Probes (no dUTP),,9.7,8.3,9.7,8.3,697,90697,7,690,683,90014,0.0227,91394,,,,,,,,1.01,1.12,0.89,1.12,0.9,50.3,52.9,47.6,52.9,47.6,1,1,,,,,"","(A04,B04,C04,D04)",9.35,8.67,9.35,8.67,,,,,1.06,0.95,1.06,0.96,51.6,48.9,51.6,48.9,
"M05",Absolute Quantification,"ABS","12526",Ch1Unknown,"HbS",,17.7,ddPCR Supermix for Probes (no dUTP),,19.3,16.1,18.5,16.9,1968,129698,28,1940,1929,127769,0,131666,,,,,,,,1.01,1.07,0.93,1.07,0.94,50.1,52,48.3,51.7,48.6,1,1,,,,,"","(A05,B05,E04,F04,G04,H04)",18.5,16.8,18.12,17.32,,,,,1.038,0.962,1.038,0.974,51.1,49.2,50.9,49.3,
"M06",Absolute Quantification,"ABS","14639",Ch1Unknown,"HbS",,22.7,ddPCR Supermix for Probes (no dUTP),,24.9,20,23.5,21.9,2893,148517,41,2852,2844,145673,0,151410,,,,,,,,1,1.08,0.91,1.05,0.95,50.1,52,47.9,51.4,48.8,1,1,,,,,"","(A06,B06,C06,D06,E06,F06,G06)",23.7,21.2,23.12,22.27,,,,,1.039,0.954,1.029,0.976,51,48.9,50.7,49.4,
"M07",Absolute Quantification,"ABS","14744",Ch1Unknown,"HbS",,25.6,ddPCR Supermix for Probes (no dUTP),,28.2,22.7,26.6,24.7,2602,118076,68,2534,2452,115624,0.139,120678,,,,,,,,1.03,1.09,0.97,1.09,0.98,50.8,52.2,49.4,52.2,49.4,1,1,,,,,"","(A07,B07,C07,D07,E07,H06)",26.9,24,26.1,25.1,,,,,1.062,0.999,1.062,1.004,51.5,50.1,51.5,50.1,
"M08",Absolute Quantification,"ABS","14812",Ch1Unknown,"HbS",,59.9,ddPCR Supermix for Probes (no dUTP),,61.9,57.9,61.5,58.3,5465,104639,285,5180,5430,99209,0.0159,110104,,,,,,,,0.955,0.991,0.919,0.991,0.92,48.9,49.8,47.9,49.8,47.9,1,1,,,,,"","(A08,B08,F07,G07,H07)",60.9,58.9,60.7,59.1,,,,,0.973,0.936,0.973,0.937,49.33,48.38,49.33,48.38,
"M09",Absolute Quantification,"ABS","14898",Ch1Unknown,"HbS",,65.1,ddPCR Supermix for Probes (no dUTP),,71,58,66.6,63.7,7898,138779,405,7493,7515,131264,0,146677,,,,,,,,0.997,1.028,0.964,1.028,0.966,49.9,50.7,49.1,50.7,49.1,1,1,,,,,"","(A09,B09,C09,E08,F08,G08,H08)",68,61.5,65.9,64.4,,,,,1.013,0.979,1.013,0.981,50.33,49.53,50.33,49.53,
"M10",Absolute Quantification,"ABS","16263",Ch1Unknown,"HbS",,31.4,ddPCR Supermix for Probes (no dUTP),,33.1,29.6,32.4,30.4,3734,138028,101,3633,3716,134312,0.00403,141762,,,,,,,,0.978,1.022,0.93,1.022,0.934,49.4,50.6,48.3,50.6,48.3,1,1,,,,,"","(A10,B10,D09,E09,F09,G09,H09)",32.2,30.4,31.9,30.9,,,,,1,0.951,1,0.955,50,48.9,50,48.9,
