Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","30251",Ch1Unknown,"rs4644087_A",,26.1,ddPCR Supermix for Probes (no dUTP),,26.9,25.3,26.9,25.3,4087,182281,0,4087,127,182154,0,186368,,,,,,,,33,38,23,38,27,97,97.8,96.5,97.5,96.5,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01)",26.49,25.68,26.49,25.68,,,,,35.5,25.5,35.5,29.6,97.5,96.76,97.28,96.76,
"M02",Absolute Quantification,"ABS","21RG-168G0037",Ch1Unknown,"rs4644087_A",,258,ddPCR Supermix for Probes (no dUTP),,263,252,263,252,9024,36841,0,9024,0,36841,0,45865,,,,,,,,1000000,,,1000000,0,100,,,100.015,99.985,1,1,,,,,"","(A02,B02)",260.5,255,260.5,255,,,,,,,1000000,0,,,100.007,99.993,
"M03",Absolute Quantification,"ABS","30257",Ch1Unknown,"rs172275_A",,17.8,ddPCR Supermix for Probes (no dUTP),,18.6,17.2,18.5,17.2,2679,175290,0,2679,173,175117,0,177969,,,,,,,,15.6,18,12.3,18,13.2,94,95.1,93.1,94.8,93.1,1,1,,,,,"","(A03,B03,C03,D03,E03,F03,G03,H03)",18.22,17.5,18.19,17.5,,,,,16.8,13.4,16.8,14.4,94.6,93.5,94.42,93.53,
"M04",Absolute Quantification,"ABS","21RG-168G0044",Ch1Unknown,"rs172275_A",,289,ddPCR Supermix for Probes (no dUTP),,295,283,295,283,9388,33718,1,9387,0,33718,0.0273,43106,,,,,,,,11000,,,36000,0,99.991,,,100.013,99.968,1,1,,,,,"","(A04,B04)",292,286,292,286,,,,,,,22000,0,,,100.001,99.98,
"M05",Absolute Quantification,"ABS","21RG-168G0041",Ch1Unknown,"rs4644087_A",,0,ddPCR Supermix for Probes (no dUTP),,0.078,0,0.078,0,0,45340,0,0,7722,37618,0,45340,,,,,,,,0,,,0,0,0,,,0.018,0,1,1,,,,,"","(C02,D02)",0.036,0,0.036,0,,,,,,,0,0,,,0.0081,0,
"M06",Absolute Quantification,"ABS","21RG-168G0046",Ch1Unknown,"rs172275_A",,0,ddPCR Supermix for Probes (no dUTP),,0.08,0,0.08,0,0,43819,0,0,7176,36643,0,43819,,,,,,,,0,,,0,0,0,,,0.019,0,1,1,,,,,"","(C04,D04)",0.037,0,0.037,0,,,,,,,0,0,,,0.0087,0,
"M07",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs4644087_A",,0,ddPCR Supermix for Probes (no dUTP),,0.04,0,0.04,0,0,88176,0,0,0,88176,0,88176,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(E02,F02,G02,H02)",0.018,0,0.018,0,,,,,,,0,0,,,0,0,
"M08",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs172275_A",,0,ddPCR Supermix for Probes (no dUTP),,0.041,0,0.041,0,0,85624,0,0,0,85624,0,85624,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(E04,F04,G04,H04)",0.019,0,0.019,0,,,,,,,0,0,,,0,0,
"M01",Absolute Quantification,"ABS","30251",Ch2Unknown,"rs4644087_C",,0.8,ddPCR Supermix for Probes (no dUTP),,0.98,0.63,0.94,0.66,127,186241,0,4087,127,182154,0,186368,,,,,,,,33,38,23,38,27,97,97.8,96.5,97.5,96.5,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01)",0.89,0.71,0.87,0.73,,,,,35.5,25.5,35.5,29.6,97.5,96.76,97.28,96.76,
"M02",Absolute Quantification,"ABS","21RG-168G0037",Ch2Unknown,"rs4644087_C",,0,ddPCR Supermix for Probes (no dUTP),,0.077,0,0.077,0,0,45865,0,9024,0,36841,0,45865,,,,,,,,1000000,,,1000000,0,100,,,100.015,99.985,1,1,,,,,"","(A02,B02)",0.035,0,0.035,0,,,,,,,1000000,0,,,100.007,99.993,
