Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","20238",Ch1Unknown,"HbS",,23.87,ddPCR Supermix for Probes (no dUTP),,24.4,23.3,24.35,23.39,9544,465640,187,9357,9779,455861,0,475184,,,,,,,,0.957,0.984,0.922,0.984,0.93,48.9,49.7,48.1,49.6,48.2,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,B02,B03,C02,C03,D02,D03,E02,E03,F02,F03,G02,H02)",24.15,23.61,24.11,23.63,,,,,0.971,0.937,0.971,0.944,49.3,48.52,49.27,48.55,
"M02",Absolute Quantification,"ABS","21RG-103G0120",Ch1Unknown,"HbS",,129.3,ddPCR Supermix for Probes (no dUTP),,132.4,126.2,132.4,126.2,6694,57628,712,5982,5878,51750,0.595,64322,,,,,,,,1.017,1.059,0.975,1.051,0.982,50.4,51.5,49.4,51.3,49.6,1,1,,,,,"","(A04,G03,H03)",130.9,127.7,130.9,127.7,,,,,1.038,0.995,1.034,0.999,51,49.9,50.85,49.98,
"M03",Absolute Quantification,"ABS","30206",Ch1Unknown,"HbS",,9.66,ddPCR Supermix for Probes (no dUTP),,10.5,8.8,10.02,9.31,2874,348425,28,2846,2829,345596,0.0158,351299,,,,,,,,1.01,1.06,0.94,1.06,0.95,50.1,51.5,48.8,51.4,48.9,1,1,,,,,"","(A05,A06,B05,B06,C05,C06,D05,D06,E04,E05,F04,F05,G04,G05,H04,H05)",10.08,9.18,9.84,9.48,,,,,1.033,0.963,1.033,0.979,50.8,49.4,50.8,49.5,
"M04",Absolute Quantification,"ABS","21RG-120G0097",Ch1Unknown,"HbS",,100.8,ddPCR Supermix for Probes (no dUTP),,103.5,98.1,103.5,98.1,5281,59052,446,4835,4829,54223,0.282,64333,,,,,,,,1.001,1.039,0.962,1.039,0.963,50,51,49.1,51,49.1,1,1,,,,,"","(A07,B07,H06)",102.2,99.4,102.2,99.4,,,,,1.021,0.981,1.021,0.982,50.52,49.54,50.52,49.54,
"M05",Absolute Quantification,"ABS","30068",Ch1Unknown,"HbS",,25.1,ddPCR Supermix for Probes (no dUTP),,25.8,24.4,25.7,24.5,6461,299721,119,6342,5872,293849,0,306182,,,,,,,,1.079,1.119,1.028,1.117,1.041,51.9,53,50.8,52.8,51,1,1,,,,,"","(A08,B08,C07,C08,D07,D08,E07,E08,F07,F08,G07,G08,H07,H08)",25.45,24.72,25.4,24.78,,,,,1.099,1.05,1.099,1.06,52.4,51.4,52.35,51.46,
"M06",Absolute Quantification,"ABS","21RG-120G0099",Ch1Unknown,"HbS",,138.9,ddPCR Supermix for Probes (no dUTP),,143.8,134.3,142.1,135.6,7019,56013,719,6300,6236,49777,0,63032,,,,,,,,1.01,1.044,0.974,1.043,0.976,50.2,51.1,49.4,51.1,49.4,1,1,,,,,"","(A09,B09,C09)",141.4,136.6,140.6,137.2,,,,,1.027,0.991,1.027,0.993,50.69,49.81,50.67,49.82,
"M07",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS",,0,ddPCR Supermix for Probes (no dUTP),,0.027,0,0.027,0,0,130374,0,0,1,130373,0,130374,,,,,,,,0,,,0,0,0,,,150,0,1,1,,,,,"","(A10,B10,C10,D10,G09,H09)",0.012,0,0.012,0,,,,,,,0,0,,,68,0,
"M08",Absolute Quantification,"ABS","21RG-103G0122",Ch1Unknown,"HbS",,104.1,ddPCR Supermix for Probes (no dUTP),,106.8,101.3,106.8,101.3,5558,60088,509,5049,5253,54835,0.454,65646,,,,,,,,0.963,1.02,0.91,0.998,0.927,49.1,50.5,47.6,50,48.1,1,1,,,,,"","(B04,C04,D04)",105.5,102.7,105.5,102.7,,,,,0.99,0.934,0.981,0.945,49.8,48.3,49.53,48.59,
"M09",Absolute Quantification,"ABS","21RG-120G0103",Ch1Unknown,"HbS",,114,ddPCR Supermix for Probes (no dUTP),,117,111.1,117,111.1,5853,57500,546,5307,5293,52207,0.148,63353,,,,,,,,1.003,1.039,0.964,1.039,0.966,50.1,51,49.1,51,49.2,1,1,,,,,"","(D09,E09,F09)",115.5,112.6,115.5,112.6,,,,,1.021,0.982,1.021,0.984,50.54,49.58,50.53,49.6,
"M10",Absolute Quantification,"ABS","21RG-120G0092",Ch1Unknown,"HbS",,121,ddPCR Supermix for Probes (no dUTP),,124.3,117.6,124,117.9,6067,56014,611,5456,5472,50542,0.385,62081,,,,,,,,0.997,1.041,0.952,1.033,0.962,49.9,51,48.8,50.8,49,1,1,,,,,"","(E06,F06,G06)",122.7,119.3,122.5,119.4,,,,,1.019,0.974,1.015,0.979,50.5,49.4,50.38,49.48,
"M01",Absolute Quantification,"ABS","20238",Ch2Unknown,"HbA",,24.94,ddPCR Supermix for Probes (no dUTP),,25.7,24.2,25.43,24.45,9966,465218,187,9357,9779,455861,0,475184,,,,,,,,0.957,0.984,0.922,0.984,0.93,48.9,49.7,48.1,49.6,48.2,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,B02,B03,C02,C03,D02,D03,E02,E03,F02,F03,G02,H02)",25.31,24.56,25.19,24.69,,,,,0.971,0.937,0.971,0.944,49.3,48.52,49.27,48.55,
"M02",Absolute Quantification,"ABS","21RG-103G0120",Ch2Unknown,"HbA",,127.2,ddPCR Supermix for Probes (no dUTP),,132,122,130.2,124.1,6590,57732,712,5982,5878,51750,0.595,64322,,,,,,,,1.017,1.059,0.975,1.051,0.982,50.4,51.5,49.4,51.3,49.6,1,1,,,,,"","(A04,G03,H03)",129.7,124.2,128.7,125.6,,,,,1.038,0.995,1.034,0.999,51,49.9,50.85,49.98,
