Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","14744",Ch1Unknown,"HbS",,5.54,ddPCR Supermix for Probes (no dUTP),,5.83,5.26,5.81,5.27,1629,345053,10,1619,1756,343297,0.00583,346682,,,,,,,,0.92,0.98,0.84,0.98,0.86,48,49.7,46.3,49.7,46.3,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02,G02,H02)",5.69,5.4,5.68,5.4,,,,,0.954,0.872,0.954,0.891,48.8,47.1,48.8,47.1,
"M02",Absolute Quantification,"ABS","17127",Ch1Unknown,"HbS",,4.7,ddPCR Supermix for Probes (no dUTP),,5.6,4,5.19,4.21,353,88208,4,349,414,87794,0.0313,88561,,,,,,,,0.84,0.96,0.72,0.96,0.72,45.8,49.3,42.2,49.3,42.3,1,1,,,,,"","(A04,D04,E04,G04)",5.23,4.41,4.95,4.45,,,,,0.91,0.78,0.91,0.78,47.6,44,47.6,44,
"M03",Absolute Quantification,"ABS","18788",Ch1Unknown,"HbS",,10.93,ddPCR Supermix for Probes (no dUTP),,11.32,10.54,11.32,10.54,3040,325664,19,3021,2457,323207,0,328704,,,,,,,,1.23,1.29,1.15,1.29,1.16,55.1,56.5,53.8,56.4,53.8,1,1,,,,,"","(A05,A06,B05,B06,C05,C06,D05,D06,E05,E06,F05,F06,G05,G06,H05,H06)",11.13,10.73,11.13,10.73,,,,,1.262,1.182,1.262,1.196,55.8,54.5,55.8,54.5,
"M04",Absolute Quantification,"ABS","13977",Ch1Unknown,"HbS",,18.5,ddPCR Supermix for Probes (no dUTP),,19,18,19,18,5222,329937,79,5143,5121,324816,0,335159,,,,,,,,1.004,1.06,0.95,1.043,0.966,50.1,51.4,48.8,51.1,49.1,1,1,,,,,"","(A07,A08,B07,B08,C07,C08,D07,D08,E07,E08,F07,F08,G07,G08,H07,H08)",18.75,18.22,18.73,18.22,,,,,1.029,0.973,1.024,0.985,50.8,49.5,50.6,49.62,
"M05",Absolute Quantification,"ABS","19RG-220G0190",Ch1Unknown,"HbS",,26.8,ddPCR Supermix for Probes (no dUTP),,28.5,25,28.5,25,899,39061,26,873,818,38243,0.216,39960,,,,,,,,1.07,1.17,0.97,1.17,0.97,51.6,53.9,49.2,53.9,49.2,1,1,,,,,"","(A09,B09)",27.7,25.9,27.7,25.9,,,,,1.12,1.01,1.12,1.01,52.8,50.4,52.8,50.4,
"M06",Absolute Quantification,"ABS","17127",Ch1Unknown,"ZFY",,0.49,ddPCR Supermix for Probes (no dUTP),,0.67,0.35,0.67,0.35,35,83948,1,34,975,82973,0.00841,83983,,,,,,,,0.036,0.048,0.022,0.048,0.024,3.4,4.6,2.2,4.6,2.3,1,1,,,,,"","(A10,B10,C10,D10)",0.58,0.41,0.58,0.41,,,,,0.042,0.028,0.042,0.03,4,2.7,4,2.9,
"M07",Absolute Quantification,"ABS","13977",Ch1Unknown,"ZFY",,1.2,ddPCR Supermix for Probes (no dUTP),,1.56,0.86,1.48,0.97,87,84961,5,82,3024,81937,0.0273,85048,,,,,,,,0.028,0.035,0.02,0.034,0.022,2.7,3.4,1.9,3.3,2.2,1,1,,,,,"","(A11,B11,C11,D11)",1.39,1.03,1.34,1.08,,,,,0.0313,0.0233,0.0313,0.0252,3.03,2.28,3.03,2.46,
"M08",Absolute Quantification,"ABS","NTC",Ch1Unknown,"HbS",,0,ddPCR Supermix for Probes (no dUTP),,0.081,0,0.081,0,0,43399,0,0,0,43399,0,43399,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(C09,D09)",0.037,0,0.037,0,,,,,,,0,0,,,0,0,
"M09",Absolute Quantification,"ABS","14744",Ch1Unknown,"ZFY",,0.31,ddPCR Supermix for Probes (no dUTP),,0.48,0.18,0.48,0.18,17,65069,1,16,764,64305,0.0146,65086,,,,,,,,0.022,0.033,0.01,0.033,0.011,2.2,3.2,1,3.2,1.1,1,1,,,,,"","(E09,F09,G09)",0.39,0.24,0.39,0.24,,,,,0.028,0.015,0.028,0.017,2.7,1.5,2.7,1.6,
"M10",Absolute Quantification,"ABS","18788",Ch1Unknown,"ZFY",,0.93,ddPCR Supermix for Probes (no dUTP),,1.17,0.73,1.17,0.73,70,88413,1,69,1511,86902,0,88483,,,,,,,,0.046,0.057,0.034,0.057,0.035,4.4,5.4,3.3,5.4,3.4,1,1,,,,,"","(E10,F10,G10,H10)",1.05,0.82,1.05,0.82,,,,,0.052,0.04,0.052,0.04,4.9,3.8,4.9,3.9,
