Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","16750",Ch1Unknown,"ZFY",,0.73,ddPCR Supermix for Probes (no dUTP),,0.96,0.55,0.96,0.55,50,80289,3,47,1864,78425,0.0276,80339,,,,,,,,0.026,0.035,0.016,0.034,0.019,2.6,3.4,1.6,3.3,1.9,1,1,,,,,"","(A01,B01,G02,H02)",0.84,0.63,0.84,0.63,,,,,0.0303,0.0206,0.0303,0.0227,2.96,2.04,2.94,2.22,
"M02",Absolute Quantification,"ABS","18836",Ch1Unknown,"ZFY",,0.99,ddPCR Supermix for Probes (no dUTP),,1.48,0.49,1.24,0.77,68,80983,4,64,2552,78431,0.0278,81051,,,,,,,,0.026,0.033,0.016,0.033,0.02,2.6,3.2,1.6,3.2,2,1,1,,,,,"","(C01,D01,A03,B03)",1.24,0.73,1.11,0.87,,,,,0.0294,0.0203,0.0294,0.023,2.86,1.99,2.86,2.25,
"M03",Absolute Quantification,"ABS","17367",Ch1Unknown,"ZFY",,0.75,ddPCR Supermix for Probes (no dUTP),,1.02,0.5,0.98,0.57,53,82578,0,53,1988,80590,0,82631,,,,,,,,0.026,0.034,0.019,0.034,0.019,2.6,3.3,1.9,3.3,1.9,1,1,,,,,"","(E01,F01,C03,D03)",0.89,0.63,0.86,0.66,,,,,0.03,0.0225,0.03,0.0227,2.91,2.21,2.91,2.22,
"M04",Absolute Quantification,"ABS","11339",Ch1Unknown,"ZFY",,0.89,ddPCR Supermix for Probes (no dUTP),,1.34,0.45,1.13,0.69,63,82898,0,63,1414,81484,0,82961,,,,,,,,0.044,0.055,0.031,0.055,0.033,4.2,5.3,3,5.3,3.2,1,1,,,,,"","(G01,H01,E03,F03)",1.12,0.67,1.01,0.79,,,,,0.05,0.036,0.05,0.039,4.8,3.5,4.8,3.7,
"M05",Absolute Quantification,"ABS","C12 male",Ch1Unknown,"ZFY",,24.3,ddPCR Supermix for Probes (no dUTP),,37,11,26,22.7,801,38326,19,782,785,37541,0.0796,39127,,,,,,,,1,1.09,0.9,1.09,0.9,49.9,52.4,47.5,52.4,47.5,1,1,,,,,"","(A02,G03)",31,18,25.2,23.5,,,,,1.05,0.94,1.046,0.946,51.2,48.7,51.2,48.7,
"M06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0.03,ddPCR Supermix for Probes (no dUTP),,0.14,-0.03,0.14,0,1,41246,0,1,0,41246,0,41247,,,,,,,,1000000,,,1000000,0,100,,,250,0,1,1,,,,,"","(B02,H03)",0.071,0,0.071,0.008,,,,,,,1000000,0,,,170,30,
"M01",Absolute Quantification,"ABS","16750",Ch2Unknown,"ZFX",,27.7,ddPCR Supermix for Probes (no dUTP),,38,17,28.9,26.4,1867,78472,3,47,1864,78425,0.0276,80339,,,,,,,,0.026,0.035,0.016,0.034,0.019,2.6,3.4,1.6,3.3,1.9,1,1,,,,,"","(A01,B01,G02,H02)",33,22,28.3,27,,,,,0.0303,0.0206,0.0303,0.0227,2.96,2.04,2.94,2.22,
"M02",Absolute Quantification,"ABS","18836",Ch2Unknown,"ZFX",,37.7,ddPCR Supermix for Probes (no dUTP),,50,25,39.2,36.2,2556,78495,4,64,2552,78431,0.0278,81051,,,,,,,,0.026,0.033,0.016,0.033,0.02,2.6,3.2,1.6,3.2,2,1,1,,,,,"","(C01,D01,A03,B03)",44,31,38.4,37,,,,,0.0294,0.0203,0.0294,0.023,2.86,1.99,2.86,2.25,
"M03",Absolute Quantification,"ABS","17367",Ch2Unknown,"ZFX",,28.7,ddPCR Supermix for Probes (no dUTP),,39,19,29.9,27.4,1988,80643,0,53,1988,80590,0,82631,,,,,,,,0.026,0.034,0.019,0.034,0.019,2.6,3.3,1.9,3.3,1.9,1,1,,,,,"","(E01,F01,C03,D03)",34,24,29.3,28,,,,,0.03,0.0225,0.03,0.0227,2.91,2.21,2.91,2.22,
"M04",Absolute Quantification,"ABS","11339",Ch2Unknown,"ZFX",,20.2,ddPCR Supermix for Probes (no dUTP),,26,14,21.3,19.2,1414,81547,0,63,1414,81484,0,82961,,,,,,,,0.044,0.055,0.031,0.055,0.033,4.2,5.3,3,5.3,3.2,1,1,,,,,"","(G01,H01,E03,F03)",23.3,17.3,20.8,19.7,,,,,0.05,0.036,0.05,0.039,4.8,3.5,4.8,3.7,
