Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY",,0.53,ddPCR Supermix for Probes (no dUTP),,0.6,0.45,0.6,0.45,188,418428,6,182,4677,413751,0.0111,418616,,,,,,,,0.04,0.046,0.031,0.046,0.034,3.8,4.4,3,4.4,3.3,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,B02,B03,C02,C03,D02,D03,E02,E03,F02,G02,H02)",0.567,0.49,0.567,0.49,,,,,0.0429,0.0337,0.0429,0.037,4.11,3.3,4.11,3.56,
"M02",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY",,0.002,ddPCR Supermix for Probes (no dUTP),,0.012,-0.002,0.012,0,1,484986,0,1,14,484972,0,484987,,,,,,,,0.07,,,0.24,0,7,,,22,0,1,1,,,,,"","(A04,A05,A06,B04,B05,B06,C04,C05,C06,D04,D05,D06,E04,E05,E06,F03,F04,F05,F06,G04,G05,H04,H05)",0.006,0,0.006,0.0007,,,,,,,0.15,0,,,14,0,
"M03",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A",,5.07,ddPCR Supermix for Probes (no dUTP),,6,4.2,5.31,4.84,1746,404009,45,1701,1739,402270,0.109,405755,,,,,,,,0.98,1.04,0.87,1.04,0.91,49.5,51.5,47.5,51.1,47.8,1,1,,,,,"","(A07,A08,A09,B07,B08,B09,C07,C08,C09,D07,D08,D09,E07,E08,E09,F07,F08,G07,G08,H07,H08)",5.54,4.63,5.19,4.95,,,,,1.01,0.91,1.012,0.946,50.6,48.5,50.3,48.6,
"M04",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ABCD1 c.3_A",,0,ddPCR Supermix for Probes (no dUTP),,0.058,0,0.058,0,0,60964,0,0,0,60964,0,60964,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(F09,G09,H09)",0.026,0,0.026,0,,,,,,,0,0,,,0,0,
"M05",Absolute Quantification,"ABS","C201",Ch1Unknown,"ZFY",,155.8,ddPCR Supermix for Probes (no dUTP),,163,149,160.1,151.5,5086,35915,679,4407,4742,31173,0.247,41001,,,,,,,,0.934,1,0.86,0.97,0.898,48.3,50.1,46.4,49.2,47.3,1,1,,,,,"","(G03,H03)",159.4,152.2,158,153.6,,,,,0.969,0.898,0.952,0.916,49.2,47.3,48.78,47.8,
"M06",Absolute Quantification,"ABS","18G10773",Ch1Unknown,"ABCD1 c.3_A",,157.7,ddPCR Supermix for Probes (no dUTP),,161.8,153.6,161.8,153.6,5579,38895,711,4868,4876,34019,0.351,44474,,,,,,,,0.998,1.036,0.961,1.036,0.961,50,50.9,49,50.9,49,1,1,,,,,"","(G06,H06)",159.8,155.6,159.8,155.6,,,,,1.017,0.979,1.017,0.98,50.44,49.49,50.44,49.49,
"M01",Absolute Quantification,"ABS","19397",Ch2Unknown,"ZFX",,13.24,ddPCR Supermix for Probes (no dUTP),,13.65,12.81,13.61,12.86,4683,413933,6,182,4677,413751,0.0111,418616,,,,,,,,0.04,0.046,0.031,0.046,0.034,3.8,4.4,3,4.4,3.3,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,B02,B03,C02,C03,D02,D03,E02,E03,F02,G02,H02)",13.44,13.01,13.43,13.04,,,,,0.0429,0.0337,0.0429,0.037,4.11,3.3,4.11,3.56,
"M02",Absolute Quantification,"ABS","NTC",Ch2Unknown,"ZFX",,0.034,ddPCR Supermix for Probes (no dUTP),,0.055,0.014,0.055,0.019,14,484973,0,1,14,484972,0,484987,,,,,,,,0.07,,,0.24,0,7,,,22,0,1,1,,,,,"","(A04,A05,A06,B04,B05,B06,C04,C05,C06,D04,D05,D06,E04,E05,E06,F03,F04,F05,F06,G04,G05,H04,H05)",0.044,0.024,0.044,0.026,,,,,,,0.15,0,,,14,0,
"M03",Absolute Quantification,"ABS","19397",Ch2Unknown,"ABCD1 c.3_G",,5.18,ddPCR Supermix for Probes (no dUTP),,6.1,4.3,5.42,4.94,1784,403971,45,1701,1739,402270,0.109,405755,,,,,,,,0.98,1.04,0.87,1.04,0.91,49.5,51.5,47.5,51.1,47.8,1,1,,,,,"","(A07,A08,A09,B07,B08,B09,C07,C08,C09,D07,D08,D09,E07,E08,E09,F07,F08,G07,G08,H07,H08)",5.67,4.71,5.31,5.06,,,,,1.01,0.91,1.012,0.946,50.6,48.5,50.3,48.6,
"M04",Absolute Quantification,"ABS","NTC",Ch2Unknown,"ABCD1 c.3_G",,0,ddPCR Supermix for Probes (no dUTP),,0.058,0,0.058,0,0,60964,0,0,0,60964,0,60964,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(F09,G09,H09)",0.026,0,0.026,0,,,,,,,0,0,,,0,0,
"M05",Absolute Quantification,"ABS","C201",Ch2Unknown,"ZFX",,166.8,ddPCR Supermix for Probes (no dUTP),,171.8,161.9,171.3,162.4,5421,35580,679,4407,4742,31173,0.247,41001,,,,,,,,0.934,1,0.86,0.97,0.898,48.3,50.1,46.4,49.2,47.3,1,1,,,,,"","(G03,H03)",169.4,164.3,169.1,164.6,,,,,0.969,0.898,0.952,0.916,49.2,47.3,48.78,47.8,
"M06",Absolute Quantification,"ABS","18G10773",Ch2Unknown,"ABCD1 c.3_G",,157.9,ddPCR Supermix for Probes (no dUTP),,166,150,162.1,153.8,5587,38887,711,4868,4876,34019,0.351,44474,,,,,,,,0.998,1.036,0.961,1.036,0.961,50,50.9,49,50.9,49,1,1,,,,,"","(G06,H06)",161.9,153.7,160.1,155.8,,,,,1.017,0.979,1.017,0.98,50.44,49.49,50.44,49.49,
"A01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.66,ddPCR Supermix for Probes (no dUTP),13.2,,,1.13,0.34,11,19726,0,11,218,19508,0,19737,,,,,,,,0.05,,,0.081,0.019,4.8,,,7.6,2,1,1,5567,11624,2388.3,2393.4,"",,,,0.87,0.48,,,,,,,0.066,0.035,,,6.2,3.4,
"B01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.38,ddPCR Supermix for Probes (no dUTP),7.6,,,0.75,0.16,7,21409,0,7,230,21179,0,21416,,,,,,,,0.03,,,0.054,0.007,2.9,,,5.1,0.7,1,1,5567,11431,2371.7,2374.7,"",,,,0.55,0.26,,,,,,,0.042,0.019,,,4,1.8,
"C01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.38,ddPCR Supermix for Probes (no dUTP),7.6,,,0.74,0.16,7,21736,0,7,262,21474,0,21743,,,,,,,,0.027,,,0.047,0.006,2.6,,,4.5,0.6,1,1,5567,11505,2380.4,2383.4,"",,,,0.54,0.25,,,,,,,0.037,0.016,,,3.6,1.6,
"D01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.56,ddPCR Supermix for Probes (no dUTP),11.2,,,1.01,0.27,9,18967,0,9,207,18760,0,18976,,,,,,,,0.043,,,0.073,0.014,4.1,,,6.9,1.4,1,1,5567,11428,2349.4,2353.7,"",,,,0.77,0.39,,,,,,,0.058,0.028,,,5.5,2.8,
"E01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.69,ddPCR Supermix for Probes (no dUTP),13.8,,,1.17,0.37,12,20371,1,11,232,20139,0.0504,20383,,,,,,,,0.051,,,0.081,0.021,4.9,,,7.6,2.1,1,1,5567,11460,2378.1,2383.4,"",,,,0.91,0.51,,,,,,,0.066,0.036,,,6.3,3.5,
"F01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.49,ddPCR Supermix for Probes (no dUTP),9.8,,,0.91,0.22,8,19275,0,8,213,19062,0,19283,,,,,,,,0.037,,,0.064,0.01,3.6,,,6.1,1.1,1,1,5567,11580,2393.4,2397.2,"",,,,0.68,0.33,,,,,,,0.051,0.024,,,4.9,2.3,
"G01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.37,ddPCR Supermix for Probes (no dUTP),7.4,,,0.76,0.15,6,19043,0,6,217,18826,0,19049,,,,,,,,0.027,,,0.051,0.004,2.7,,,4.9,0.5,1,1,5567,10824,2424.6,2427.3,"",,,,0.54,0.24,,,,,,,0.039,0.016,,,3.8,1.6,
"H01",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.64,ddPCR Supermix for Probes (no dUTP),12.8,,,1.09,0.33,11,20350,0,11,213,20137,0,20361,,,,,,,,0.051,,,0.083,0.02,4.9,,,7.8,2,1,1,5567,11717,2425.4,2430.4,"",,,,0.85,0.46,,,,,,,0.067,0.035,,,6.3,3.4,
"A02",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.43,ddPCR Supermix for Probes (no dUTP),8.6,,,0.83,0.18,7,19263,1,6,202,19061,0.0572,19270,,,,,,,,0.034,,,0.061,0.008,3.3,,,5.8,0.8,1,1,5567,11149,2328.5,2331.7,"",,,,0.61,0.28,,,,,,,0.048,0.021,,,4.6,2.1,
"A03",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.53,ddPCR Supermix for Probes (no dUTP),10.6,,,0.99,0.24,8,17808,0,8,195,17613,0,17816,,,,,,,,0.041,,,0.07,0.011,3.9,,,6.6,1.2,1,1,5567,11350,2377.4,2381.4,"",,,,0.74,0.36,,,,,,,0.056,0.026,,,5.3,2.6,
"A04",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22613,0,0,2,22611,0,22613,,,,,,,,,,,,,,,,,,1,1,5567,0,2398.6,2398.6,"",,,,0.071,0,,,,,,,,,,,,,
"A05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22463,0,0,1,22462,0,22463,,,,,,,,,,,,,,,,,,1,1,5567,0,2490.9,2490.9,"",,,,0.072,0,,,,,,,,,,,,,
"A06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,22267,0,0,1,22266,0,22267,,,,,,,,,,,,,,,,,,1,1,5567,0,2386.9,2386.9,"",,,,0.072,0,,,,,,,,,,,,,
"A07",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",3.9,ddPCR Supermix for Probes (no dUTP),78,,,5,2.9,56,17045,1,55,50,16995,0.0577,17101,,,,,,,,1.1,,,1.52,0.68,52,,,62,43,1,1,0,2918.1,714.73,721.94,"",,,,4.4,3.4,,,,,,,1.31,0.89,,,57.2,47.5,
"A08",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",11.3,ddPCR Supermix for Probes (no dUTP),226,,,12.9,9.7,188,19525,7,181,190,19335,0.312,19713,,,,,,,,0.95,,,1.14,0.76,48.8,,,53.8,43.8,1,1,0,2864.8,718.45,738.92,"",,,,12.1,10.5,,,,,,,1.05,0.86,,,51.4,46.3,
"A09",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",7.9,ddPCR Supermix for Probes (no dUTP),158,,,9.3,6.4,114,16944,7,107,98,16846,0.44,17058,,,,,,,,1.09,,,1.37,0.8,52,,,59,45,1,1,0,2837.1,712.83,727.03,"",,,,8.6,7.2,,,,,,,1.23,0.94,,,55.4,48.7,
"B02",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.33,ddPCR Supermix for Probes (no dUTP),6.6,,,0.67,0.13,6,21378,1,5,224,21154,0.0521,21384,,,,,,,,0.027,,,0.049,0.004,2.6,,,4.7,0.5,1,1,5567,11328,2366.9,2369.4,"",,,,0.49,0.21,,,,,,,0.038,0.015,,,3.6,1.5,
"B03",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.82,ddPCR Supermix for Probes (no dUTP),16.4,,,1.34,0.46,14,20010,0,14,218,19792,0,20024,,,,,,,,0.064,,,0.099,0.029,6,,,9.1,2.9,1,1,5567,11662,2448.4,2454.8,"",,,,1.06,0.62,,,,,,,0.082,0.046,,,7.6,4.4,
"B04",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21516,0,0,0,21516,0,21516,,,,,,,,,,,,,,,,,,1,1,5567,0,2399.3,2399.3,"",,,,0.075,0,,,,,,,,,,,,,
"B05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21268,0,0,0,21268,0,21268,,,,,,,,,,,,,,,,,,1,1,5567,0,2395.3,2395.3,"",,,,0.076,0,,,,,,,,,,,,,
"B06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0.05,ddPCR Supermix for Probes (no dUTP),1,,,0.24,0,1,23040,0,1,2,23038,0,23041,,,,,,,,0.5,,,1.9,0,33,,,96,0,1,1,5567,11338,2439,2439.4,"",,,,0.13,0.01,,,,,,,1.2,0,,,63,4,
"B07",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",6.8,ddPCR Supermix for Probes (no dUTP),136,,,8.1,5.6,112,19188,4,108,117,19071,0.203,19300,,,,,,,,0.93,,,1.16,0.69,48,,,54,42,1,1,0,2779.7,711.71,723.71,"",,,,7.5,6.2,,,,,,,1.05,0.8,,,51.3,44.8,
"B08",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",2.7,ddPCR Supermix for Probes (no dUTP),54,,,3.6,2,45,19355,1,44,69,19286,0.0511,19400,,,,,,,,0.64,,,0.88,0.4,39,,,48,30,1,1,0,2858.3,701.94,706.94,"",,,,3.16,2.35,,,,,,,0.76,0.52,,,43.7,34.6,
"B09",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",5.1,ddPCR Supermix for Probes (no dUTP),102,,,6.3,4.1,84,19260,0,84,51,19209,0,19344,,,,,,,,1.6,,,2.2,1.1,62,,,70,54,1,1,0,2892,707.84,717.32,"",,,,5.7,4.6,,,,,,,1.94,1.36,,,66.4,58.1,
"C02",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.77,ddPCR Supermix for Probes (no dUTP),15.4,,,1.25,0.43,14,21412,0,14,276,21136,0,21426,,,,,,,,0.05,,,0.078,0.023,4.8,,,7.3,2.3,1,1,5567,11575,2410.8,2416.8,"",,,,0.99,0.58,,,,,,,0.064,0.037,,,6.1,3.5,
"C03",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.52,ddPCR Supermix for Probes (no dUTP),10.4,,,0.95,0.25,9,20166,1,8,198,19968,0.0537,20175,,,,,,,,0.045,,,0.076,0.014,4.3,,,7.1,1.5,1,1,5567,11385,2416.7,2420.7,"",,,,0.72,0.37,,,,,,,0.06,0.03,,,5.7,2.9,
"C04",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.17,0,0,21159,0,0,2,21157,0,21159,,,,,,,,,,,,,,,,,,1,1,5567,0,2405.2,2405.2,"",,,,0.076,0,,,,,,,,,,,,,
"C05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.19,0,0,18418,0,0,2,18416,0,18418,,,,,,,,,,,,,,,,,,1,1,5567,0,2415.1,2415.1,"",,,,0.087,0,,,,,,,,,,,,,
"C06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.15,0,0,23392,0,0,0,23392,0,23392,,,,,,,,,,,,,,,,,,1,1,5567,0,2442.4,2442.4,"",,,,0.069,0,,,,,,,,,,,,,
"C07",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",4,ddPCR Supermix for Probes (no dUTP),80,,,5,3.1,66,19501,0,66,58,19443,0,19567,,,,,,,,1.14,,,1.54,0.73,53,,,62,44,1,1,0,2877.6,702.9,710.23,"",,,,4.48,3.51,,,,,,,1.34,0.93,,,57.7,48.8,
"C08",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",3,ddPCR Supermix for Probes (no dUTP),60,,,3.9,2.2,44,17510,2,42,42,17468,0.127,17554,,,,,,,,1,,,1.42,0.58,50,,,61,39,1,1,0,2852.3,706.49,711.87,"",,,,3.42,2.53,,,,,,,1.21,0.79,,,55,45,
"C09",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",5,ddPCR Supermix for Probes (no dUTP),100,,,6.1,4,85,19942,4,81,93,19849,0.213,20027,,,,,,,,0.88,,,1.13,0.62,47,,,54,39,1,1,0,2813.6,702.36,711.32,"",,,,5.6,4.5,,,,,,,1.01,0.75,,,50.4,43,
"D02",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.52,ddPCR Supermix for Probes (no dUTP),10.4,,,0.94,0.25,9,20407,1,8,233,20174,0.0523,20416,,,,,,,,0.038,,,0.064,0.012,3.7,,,6.1,1.3,1,1,5567,11235,2415.5,2419.3,"",,,,0.71,0.36,,,,,,,0.051,0.025,,,4.9,2.5,
"D03",Absolute Quantification,"ABS","19397",Ch1Unknown,"ZFY","Manual",0.39,ddPCR Supermix for Probes (no dUTP),7.8,,,0.84,0.14,5,15218,0,5,168,15050,0,15223,,,,,,,,0.03,,,0.057,0.002,2.9,,,5.5,0.3,1,1,5567,11589,2408.5,2411.5,"",,,,0.59,0.24,,,,,,,0.043,0.016,,,4.2,1.6,
"D04",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21944,0,0,0,21944,0,21944,,,,,,,,,,,,,,,,,,1,1,5567,0,2423.5,2423.5,"",,,,0.073,0,,,,,,,,,,,,,
"D05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.16,0,0,21797,0,0,1,21796,0,21797,,,,,,,,,,,,,,,,,,1,1,5567,0,2434.6,2434.6,"",,,,0.074,0,,,,,,,,,,,,,
"D06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"ZFY","Manual",0,ddPCR Supermix for Probes (no dUTP),0,,,0.21,0,0,16868,0,0,0,16868,0,16868,,,,,,,,,,,,,,,,,,1,1,5567,0,2461.1,2461.1,"",,,,0.095,0,,,,,,,,,,,,,
"D07",Absolute Quantification,"ABS","19397",Ch1Unknown,"ABCD1 c.3_A","Multi",5.1,ddPCR Supermix for Probes (no dUTP),102,,,6.2,4.1,88,20244,0,88,59,20185,0,20332,,,,,,,,1.49,,,1.99,1,60,,,68,52,1,1,0,2881.3,700.08,709.52,"",,,,5.7,4.6,,,,,,,1.74,1.24,,,63.9,55.8,
