Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","12990",Ch1Unknown,"NF1 c.6792_A",,11.1,ddPCR Supermix for Probes (no dUTP),,12.1,10,11.7,10.4,1168,123383,10,1158,1170,122213,0,124551,,,,,,,,0.99,1.11,0.86,1.07,0.91,49.7,52.6,46.7,51.8,47.7,1,1,,,,,"","(A01,B01,C01,D01,E01,F01)",11.6,10.6,11.41,10.76,,,,,1.05,0.92,1.031,0.949,51.2,48.2,50.8,48.7,
"M02",Absolute Quantification,"ABS","20RG-148G0079",Ch1Unknown,"NF1 c.6792_A",,125.8,ddPCR Supermix for Probes (no dUTP),,134,117,128.9,122.7,6309,55924,659,5650,5643,50281,0.471,62233,,,,,,,,1.001,1.036,0.965,1.036,0.966,50,50.9,49.2,50.9,49.2,1,1,,,,,"","(G01,H01,A02)",130.2,121.6,127.3,124.2,,,,,1.019,0.982,1.019,0.983,50.48,49.58,50.47,49.58,
"M03",Absolute Quantification,"ABS","14491",Ch1Unknown,"NF1 c.6792_A",,10.06,ddPCR Supermix for Probes (no dUTP),,10.6,9.5,10.48,9.64,2169,252616,17,2152,2148,250468,0,254785,,,,,,,,1,1.06,0.93,1.06,0.94,50,51.5,48.6,51.5,48.6,1,1,,,,,"","(A03,B02,B03,C02,C03,D02,D03,E02,E03,F02,G02,H02)",10.34,9.8,10.27,9.84,,,,,1.032,0.959,1.032,0.971,50.8,49.3,50.8,49.3,
"M04",Absolute Quantification,"ABS","NTC",Ch1Unknown,"NF1 c.6792_A",,0,ddPCR Supermix for Probes (no dUTP),,0.054,0,0.054,0,0,65524,0,0,0,65524,0,65524,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(A04,B04,C04)",0.025,0,0.025,0,,,,,,,0,0,,,0,0,
"M05",Absolute Quantification,"ABS","14116",Ch1Unknown,"TCOF1 c.3611_A",,3.91,ddPCR Supermix for Probes (no dUTP),,4.26,3.6,4.18,3.65,850,255011,5,845,1156,253855,0.0053,255861,,,,,,,,0.73,0.8,0.64,0.8,0.67,42.3,44.5,39.9,44.4,40.1,1,1,,,,,"","(A05,B05,C05,D04,D05,E04,E05,F04,F05,G04,G05,H04)",4.1,3.76,4.05,3.78,,,,,0.765,0.675,0.765,0.699,43.4,41,43.4,41.2,
"M06",Absolute Quantification,"ABS","20RG-148G0076",Ch1Unknown,"TCOF1 c.3611_A",,130.7,ddPCR Supermix for Probes (no dUTP),,133.9,127.5,133.9,127.5,6409,54547,667,5742,5801,48746,0,60956,,,,,,,,0.99,1.025,0.955,1.025,0.956,49.8,50.6,48.9,50.6,48.9,1,1,,,,,"","(A06,B06,H05)",132.3,129.1,132.3,129.1,,,,,1.008,0.972,1.008,0.973,50.2,49.32,50.2,49.32,
"M07",Absolute Quantification,"ABS","NTC",Ch1Unknown,"TCOF1 c.3611_A",,0,ddPCR Supermix for Probes (no dUTP),,0.057,0,0.057,0,0,62300,0,0,0,62300,0,62300,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(C06,D06,E06)",0.026,0,0.026,0,,,,,,,0,0,,,0,0,
"M08",Absolute Quantification,"ABS","20RG-148G0081",Ch1Unknown,"NF1 c.6792_A",,167,ddPCR Supermix for Probes (no dUTP),,176,158,170.6,163.5,8527,55891,1133,7394,7409,48482,0.0557,64418,,,,,,,,0.998,1.035,0.959,1.028,0.968,50,50.9,49,50.7,49.2,1,1,,,,,"","(F03,G03,H03)",171.6,162.3,168.9,165.2,,,,,1.017,0.978,1.013,0.983,50.43,49.46,50.34,49.57,
"M01",Absolute Quantification,"ABS","12990",Ch2Unknown,"NF1 c.6792_C",,11.2,ddPCR Supermix for Probes (no dUTP),,11.8,10.6,11.8,10.6,1180,123371,10,1158,1170,122213,0,124551,,,,,,,,0.99,1.11,0.86,1.07,0.91,49.7,52.6,46.7,51.8,47.7,1,1,,,,,"","(A01,B01,C01,D01,E01,F01)",11.53,10.87,11.53,10.87,,,,,1.05,0.92,1.031,0.949,51.2,48.2,50.8,48.7,
"M02",Absolute Quantification,"ABS","20RG-148G0079",Ch2Unknown,"NF1 c.6792_C",,125.6,ddPCR Supermix for Probes (no dUTP),,131,120,128.7,122.5,6302,55931,659,5650,5643,50281,0.471,62233,,,,,,,,1.001,1.036,0.965,1.036,0.966,50,50.9,49.2,50.9,49.2,1,1,,,,,"","(G01,H01,A02)",128.3,122.9,127.2,124,,,,,1.019,0.982,1.019,0.983,50.48,49.58,50.47,49.58,
