Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","18735",Ch1Unknown,"PMM2 c.691_A",,3.71,ddPCR Supermix for Probes (no dUTP),,3.88,3.54,3.86,3.56,2288,724259,10,2278,2397,721862,0.00394,726547,,,,,,,,0.95,1,0.86,1,0.9,48.7,50.2,47.2,50.2,47.3,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,A04,A05,B02,B03,B04,B05,C02,C03,C04,D02,D03,D04,E02,E03,E04,F02,F03,F04,G02,G03,G04,H02,H03,H04)",3.8,3.62,3.79,3.63,,,,,0.978,0.885,0.978,0.923,49.5,47.9,49.5,48,
"M02",Absolute Quantification,"ABS","21RG-047G0112",Ch1Unknown,"PMM2 c.691_A",,111.6,ddPCR Supermix for Probes (no dUTP),,114.5,108.9,114,109.2,8328,83688,792,7536,7666,76022,0.41,92016,,,,,,,,0.984,1.021,0.946,1.014,0.954,49.6,50.6,48.7,50.4,48.8,1,1,,,,,"","(A06,B06,G05,H05)",113.1,110.3,112.8,110.4,,,,,1.002,0.964,0.999,0.969,50.09,49.12,49.98,49.21,
"M03",Absolute Quantification,"ABS","18735",Ch1Unknown,"rs1399629_G",,0.12,ddPCR Supermix for Probes (no dUTP),,0.18,0.07,0.18,0.07,21,209717,0,21,1150,208567,0,209738,,,,,,,,0.018,0.026,0.006,0.026,0.01,1.8,2.6,0.7,2.6,1,1,1,,,,,"","(A07,B07,C07,D07,E07,F07,G06,G07,H06)",0.145,0.094,0.145,0.094,,,,,0.022,0.01,0.0222,0.0142,2.2,1,2.18,1.4,
"M04",Absolute Quantification,"ABS","21RG-047G0111",Ch1Unknown,"rs1399629_G",,0,ddPCR Supermix for Probes (no dUTP),,0.077,0,0.077,0,0,45862,0,0,8345,37517,0,45862,,,,,,,,0,,,0,0,0,,,0.016,0,1,1,,,,,"","(A08,B08)",0.035,0,0.035,0,,,,,,,0,0,,,0.0074,0,
"M05",Absolute Quantification,"ABS","21RG-047G0111",Ch1Unknown,"PMM2 c.691_A",,108.7,ddPCR Supermix for Probes (no dUTP),,111,106.3,111,106.3,8013,82813,687,7326,7278,75535,0,90826,,,,,,,,1.006,1.038,0.975,1.038,0.975,50.2,50.9,49.4,50.9,49.4,1,1,,,,,"","(C05,D05,E05,F05)",109.9,107.4,109.9,107.4,,,,,1.022,0.99,1.022,0.99,50.55,49.76,50.55,49.76,
"M06",Absolute Quantification,"ABS","NTC",Ch1Unknown,"PMM2 c.691_A",,0,ddPCR Supermix for Probes (no dUTP),,0.038,0,0.038,0,0,93858,0,0,0,93858,0,93858,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(C06,D06,E06,F06)",0.017,0,0.017,0,,,,,,,0,0,,,0,0,
"M07",Absolute Quantification,"ABS","21RG-047G0112",Ch1Unknown,"rs1399629_G",,228,ddPCR Supermix for Probes (no dUTP),,232.9,223,232.9,223,8207,38381,0,8207,0,38381,0,46588,,,,,,,,1000000,,,1000000,0,100,,,100.017,99.983,1,1,,,,,"","(C08,D08)",230.5,225.5,230.5,225.5,,,,,,,1000000,0,,,100.008,99.992,
"M08",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs1399629_G",,0,ddPCR Supermix for Probes (no dUTP),,0.038,0,0.038,0,0,92212,0,0,0,92212,0,92212,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(E08,F08,G08,H08)",0.017,0,0.017,0,,,,,,,0,0,,,0,0,
"M01",Absolute Quantification,"ABS","18735",Ch2Unknown,"PMM2 c.691_G",,3.9,ddPCR Supermix for Probes (no dUTP),,4.06,3.75,4.06,3.75,2407,724140,10,2278,2397,721862,0.00394,726547,,,,,,,,0.95,1,0.86,1,0.9,48.7,50.2,47.2,50.2,47.3,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,A03,A04,A05,B02,B03,B04,B05,C02,C03,C04,D02,D03,D04,E02,E03,E04,F02,F03,F04,G02,G03,G04,H02,H03,H04)",3.98,3.82,3.98,3.82,,,,,0.978,0.885,0.978,0.923,49.5,47.9,49.5,48,
"M02",Absolute Quantification,"ABS","21RG-047G0112",Ch2Unknown,"PMM2 c.691_G",,113.4,ddPCR Supermix for Probes (no dUTP),,115.9,111,115.9,111,8458,83558,792,7536,7666,76022,0.41,92016,,,,,,,,0.984,1.021,0.946,1.014,0.954,49.6,50.6,48.7,50.4,48.8,1,1,,,,,"","(A06,B06,G05,H05)",114.7,112.2,114.7,112.2,,,,,1.002,0.964,0.999,0.969,50.09,49.12,49.98,49.21,
