Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","14386",Ch1Unknown,"rs6781236_G",,1.3,ddPCR Supermix for Probes (no dUTP),,1.48,1.12,1.45,1.16,311,280961,2,309,4455,276506,0,281272,,,,,,,,0.069,0.077,0.057,0.077,0.061,6.5,7.2,5.4,7.2,5.8,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02)",1.39,1.21,1.38,1.23,,,,,0.073,0.062,0.0733,0.0652,6.83,5.85,6.83,6.12,
"M02",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs6781236_G",,0,ddPCR Supermix for Probes (no dUTP),,0.037,0,0.037,0,0,94580,0,0,0,94580,0,94580,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(A03,B03,C03,D03)",0.017,0,0.017,0,,,,,,,0,0,,,0,0,
"M03",Absolute Quantification,"ABS","19231",Ch1Unknown,"rs9290003_T",,1,ddPCR Supermix for Probes (no dUTP),,1.14,0.87,1.13,0.87,236,276925,5,231,3213,273712,0.00971,277161,,,,,,,,0.073,0.083,0.06,0.083,0.063,6.8,7.6,5.7,7.6,6,1,1,,,,,"","(A04,B04,C04,D04,E03,E04,F03,F04,G03,G04,H03,H04)",1.07,0.93,1.07,0.94,,,,,0.078,0.064,0.0779,0.068,7.2,6.1,7.23,6.37,
"M04",Absolute Quantification,"ABS","21RG-027G0008",Ch1Unknown,"rs9290003_T",,0.03,ddPCR Supermix for Probes (no dUTP),,0.12,-0.02,0.12,0,1,45678,1,0,7006,38672,0.0258,45679,,,,,,,,0.00013,,,0.00044,0,0.013,,,0.044,0,1,1,,,,,"","(A05,B05)",0.064,0,0.064,0.007,,,,,,,0.00028,0,,,0.028,0,
"M05",Absolute Quantification,"ABS","NTC",Ch1Unknown,"rs9290003_T",,0,ddPCR Supermix for Probes (no dUTP),,0.039,0,0.039,0,0,89437,0,0,0,89437,0,89437,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(C05,D05,E05,F05)",0.018,0,0.018,0,,,,,,,0,0,,,0,0,
"M06",Absolute Quantification,"ABS","21RG-047G0098",Ch1Unknown,"rs6781236_G",,0,ddPCR Supermix for Probes (no dUTP),,0.074,0,0.074,0,0,47568,0,0,10679,36889,0,47568,,,,,,,,0,,,0,0,0,,,0.012,0,1,1,,,,,"","(E02,F02)",0.034,0,0.034,0,,,,,,,0,0,,,0.0057,0,
"M07",Absolute Quantification,"ABS","21RG-047G0103",Ch1Unknown,"rs6781236_G",,241,ddPCR Supermix for Probes (no dUTP),,246,236,246,236,8904,39111,1,8903,1,39110,0.0189,48015,,,,,,,,5000,,,12000,0,99.98,,,100.011,99.949,1,1,,,,,"","(G02,H02)",243.9,238.7,243.9,238.7,,,,,,,8600,1300,,,99.995,99.965,
"M01",Absolute Quantification,"ABS","14386",Ch2Unknown,"rs6781236_A",,18.8,ddPCR Supermix for Probes (no dUTP),,19.3,18.2,19.3,18.2,4457,276815,2,309,4455,276506,0,281272,,,,,,,,0.069,0.077,0.057,0.077,0.061,6.5,7.2,5.4,7.2,5.8,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02)",19.07,18.51,19.07,18.51,,,,,0.073,0.062,0.0733,0.0652,6.83,5.85,6.83,6.12,
"M02",Absolute Quantification,"ABS","NTC",Ch2Unknown,"rs6781236_A",,0,ddPCR Supermix for Probes (no dUTP),,0.037,0,0.037,0,0,94580,0,0,0,94580,0,94580,,,,,,,,0,,,0,0,0,,,0,0,1,1,,,,,"","(A03,B03,C03,D03)",0.017,0,0.017,0,,,,,,,0,0,,,0,0,
"M03",Absolute Quantification,"ABS","19231",Ch2Unknown,"rs9290003_C",,13.74,ddPCR Supermix for Probes (no dUTP),,14.3,13.2,14.21,13.26,3218,273943,5,231,3213,273712,0.00971,277161,,,,,,,,0.073,0.083,0.06,0.083,0.063,6.8,7.6,5.7,7.6,6,1,1,,,,,"","(A04,B04,C04,D04,E03,E04,F03,F04,G03,G04,H03,H04)",14.03,13.47,13.98,13.5,,,,,0.078,0.064,0.0779,0.068,7.2,6.1,7.23,6.37,
